@RELATION AGRAWAL_Abrupt_Simple_Severe

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
66.000000,20.000000,0.000000,2.000000,397807.706426,27.000000,66279.140408,147916.175870,3.000000,0
50.000000,12.000000,0.000000,4.000000,439648.237724,4.000000,234996.845771,99961.820523,1.000000,1
32.000000,10.000000,0.000000,3.000000,411263.911241,9.000000,152685.441615,102186.756768,3.000000,0
21.000000,2.000000,39106.231548,3.000000,0.000000,20.000000,172154.278536,55333.981647,8.000000,1
57.000000,8.000000,50876.578635,4.000000,431697.121583,13.000000,139365.539225,39337.868317,1.000000,0
47.000000,1.000000,0.000000,1.000000,582916.848523,3.000000,97134.832494,126939.246790,3.000000,0
60.000000,6.000000,0.000000,3.000000,320844.815822,1.000000,51188.353762,81943.876081,4.000000,0
50.000000,18.000000,77036.201372,2.000000,228957.560799,29.000000,184308.740344,46242.084918,6.000000,0
60.000000,13.000000,19566.326339,0.000000,597675.505434,23.000000,363481.810561,69936.362365,3.000000,1
37.000000,10.000000,0.000000,1.000000,116593.715420,18.000000,84253.528416,78795.119377,7.000000,1
24.000000,6.000000,0.000000,0.000000,443423.856724,18.000000,383705.452418,123739.664538,5.000000,0
21.000000,14.000000,81644.478233,2.000000,425471.737125,3.000000,11131.139004,52478.028437,3.000000,1
49.000000,4.000000,45299.128544,1.000000,96767.116466,16.000000,344528.513275,60864.005589,7.000000,0
80.000000,3.000000,18621.775478,4.000000,1037962.057757,26.000000,372018.181306,23401.961265,1.000000,0
43.000000,1.000000,0.000000,4.000000,527564.939870,30.000000,165740.959436,96181.617642,1.000000,1
23.000000,19.000000,0.000000,4.000000,0.000000,6.000000,28777.996374,102413.761957,8.000000,0
51.000000,12.000000,0.000000,4.000000,528650.913907,17.000000,102009.658411,105667.805614,2.000000,1
48.000000,9.000000,24442.185599,3.000000,606411.666697,18.000000,215212.027374,41838.883718,0.000000,0
42.000000,3.000000,0.000000,1.000000,330063.887498,28.000000,94828.295229,106718.690121,3.000000,1
77.000000,18.000000,0.000000,0.000000,0.000000,7.000000,360093.802398,102388.327285,8.000000,0
72.000000,10.000000,0.000000,0.000000,0.000000,8.000000,178897.620181,82245.435289,8.000000,0
29.000000,9.000000,0.000000,4.000000,325574.497545,14.000000,425072.340187,116196.435989,4.000000,0
32.000000,5.000000,51310.010498,4.000000,467105.329742,14.000000,85753.710143,40346.585027,3.000000,0
55.000000,5.000000,0.000000,4.000000,847612.639269,15.000000,320243.967290,137439.255502,2.000000,0
24.000000,8.000000,34079.277848,3.000000,98425.814454,30.000000,198191.740333,65572.610980,7.000000,1
49.000000,17.000000,0.000000,1.000000,434306.536433,8.000000,80433.155017,75645.706382,3.000000,1
70.000000,10.000000,56128.707785,2.000000,794099.670293,11.000000,160079.842228,65618.569542,0.000000,1
71.000000,20.000000,0.000000,4.000000,188699.983089,6.000000,439146.213617,142070.686478,5.000000,0
53.000000,3.000000,70765.704000,2.000000,440644.019987,28.000000,134170.088119,42553.348470,5.000000,0
59.000000,16.000000,61610.522273,4.000000,0.000000,5.000000,101168.360704,42712.502829,8.000000,0
50.000000,12.000000,77192.699198,1.000000,1075794.284273,16.000000,49229.478781,28244.749495,0.000000,0
77.000000,1.000000,0.000000,0.000000,839577.285717,2.000000,470711.769671,123281.527669,2.000000,0
68.000000,16.000000,0.000000,2.000000,473432.109752,7.000000,58013.276158,123104.140806,4.000000,0
69.000000,14.000000,0.000000,2.000000,380270.448956,8.000000,343037.377305,110547.445290,2.000000,0
59.000000,20.000000,0.000000,3.000000,367078.355324,6.000000,307538.126902,120387.870979,3.000000,1
74.000000,6.000000,75425.800719,2.000000,536506.168655,28.000000,290280.385842,22543.037869,2.000000,0
59.000000,6.000000,0.000000,1.000000,231978.185335,24.000000,243059.417747,120701.798310,6.000000,1
31.000000,13.000000,0.000000,1.000000,160067.140291,10.000000,174013.329394,78699.870699,6.000000,1
32.000000,15.000000,0.000000,1.000000,693598.717262,28.000000,141967.583843,146313.069733,2.000000,0
30.000000,8.000000,0.000000,2.000000,167590.057364,4.000000,235519.820859,99350.307464,6.000000,1
48.000000,17.000000,70264.326757,1.000000,650818.168903,23.000000,90153.387462,66835.701023,2.000000,0
27.000000,4.000000,72791.491631,1.000000,370873.916012,9.000000,319331.621867,38204.319562,5.000000,0
34.000000,2.000000,0.000000,2.000000,525239.657762,24.000000,340222.472751,120100.055471,4.000000,0
44.000000,7.000000,0.000000,1.000000,425446.936602,24.000000,359844.810688,110015.422691,5.000000,1
53.000000,6.000000,75813.069746,4.000000,189882.619996,3.000000,296970.557876,30658.263061,6.000000,0
67.000000,17.000000,32408.011260,0.000000,467215.410354,22.000000,460123.578338,67354.576378,1.000000,1
78.000000,2.000000,84061.357307,1.000000,0.000000,11.000000,185925.205038,45311.671502,8.000000,1
70.000000,19.000000,0.000000,1.000000,999673.545526,30.000000,275039.694620,125332.823037,0.000000,0
71.000000,16.000000,27670.330971,0.000000,764314.611524,12.000000,129658.593617,52389.799687,2.000000,1
71.000000,2.000000,25775.163069,3.000000,683091.782172,14.000000,330671.352702,39850.988941,3.000000,1
58.000000,9.000000,0.000000,0.000000,395654.637459,12.000000,180658.905747,103072.693128,5.000000,1
32.000000,17.000000,16407.821515,1.000000,886487.129787,3.000000,276344.884895,35354.948697,2.000000,0
20.000000,8.000000,32059.546506,0.000000,792202.271963,3.000000,21105.899851,61807.364904,0.000000,1
37.000000,20.000000,28198.423439,0.000000,439069.040788,25.000000,79605.556061,28635.057182,2.000000,0
51.000000,20.000000,0.000000,4.000000,612665.404230,21.000000,203362.129131,94061.765084,1.000000,1
69.000000,9.000000,0.000000,4.000000,0.000000,15.000000,499340.196056,85504.028483,8.000000,0
60.000000,11.000000,0.000000,2.000000,700830.984517,17.000000,48930.844742,95757.804107,2.000000,0
49.000000,13.000000,0.000000,3.000000,599380.828882,30.000000,468497.651821,141101.481687,1.000000,0
77.000000,16.000000,53526.993992,0.000000,105571.184721,9.000000,38104.209007,27723.255213,7.000000,1
73.000000,1.000000,70800.771938,0.000000,198975.995948,14.000000,248028.993373,70839.063972,6.000000,1
73.000000,4.000000,71033.770370,4.000000,748727.714390,15.000000,365229.626347,51022.722071,3.000000,1
77.000000,8.000000,0.000000,4.000000,90172.960992,23.000000,247132.257675,105860.300778,7.000000,0
20.000000,7.000000,0.000000,4.000000,524471.862955,4.000000,193261.446587,118133.649994,4.000000,0
48.000000,13.000000,0.000000,3.000000,573516.236166,24.000000,174489.844643,95144.229914,4.000000,1
37.000000,4.000000,0.000000,3.000000,70600.913552,17.000000,3000.062755,119117.121666,7.000000,0
68.000000,8.000000,0.000000,0.000000,464378.704481,10.000000,368960.653085,112951.992423,2.000000,0
47.000000,19.000000,60098.361558,3.000000,0.000000,2.000000,462638.270443,57163.331592,8.000000,0
63.000000,18.000000,0.000000,1.000000,982898.378971,29.000000,417479.772041,117436.114076,0.000000,0
27.000000,20.000000,0.000000,1.000000,0.000000,9.000000,286993.351702,109075.739584,8.000000,0
34.000000,2.000000,15955.393157,4.000000,706123.334361,9.000000,56020.756300,71305.916619,0.000000,1
75.000000,1.000000,0.000000,0.000000,916295.141913,11.000000,274674.491026,140865.240975,0.000000,0
76.000000,19.000000,36948.949149,0.000000,97005.384399,24.000000,131499.901093,71366.740282,7.000000,1
39.000000,12.000000,16029.233544,1.000000,55727.841555,16.000000,221942.007946,58449.568520,7.000000,1
68.000000,15.000000,0.000000,4.000000,0.000000,30.000000,181389.157108,132610.078599,8.000000,0
42.000000,7.000000,0.000000,3.000000,297353.749005,8.000000,68187.872487,104534.421220,6.000000,1
75.000000,10.000000,77076.671631,0.000000,534016.188440,17.000000,363654.300249,71466.475074,4.000000,1
37.000000,8.000000,0.000000,3.000000,378090.884237,13.000000,275788.367985,117935.735118,2.000000,0
31.000000,4.000000,0.000000,3.000000,290653.742688,6.000000,346927.757471,133281.573834,6.000000,0
54.000000,14.000000,83530.055380,4.000000,810435.330402,17.000000,186606.682595,21642.558367,0.000000,0
38.000000,4.000000,36055.460014,2.000000,414636.248951,22.000000,313086.934671,41848.301381,4.000000,0
53.000000,9.000000,0.000000,2.000000,436835.372784,28.000000,96244.429337,77738.991002,1.000000,1
33.000000,7.000000,0.000000,0.000000,578795.504361,12.000000,219671.425848,109775.170708,3.000000,0
71.000000,16.000000,69639.034174,0.000000,519337.335674,5.000000,468312.552879,35344.923519,3.000000,1
45.000000,11.000000,44263.740522,1.000000,695187.018035,22.000000,379063.720657,65899.482521,1.000000,0
65.000000,8.000000,13613.743918,4.000000,99045.408534,27.000000,254539.419205,70033.471799,7.000000,1
36.000000,19.000000,50606.821469,1.000000,125018.678705,13.000000,9777.447019,29736.980238,7.000000,0
40.000000,18.000000,10158.975752,4.000000,234803.244322,6.000000,138319.123802,38341.422226,4.000000,0
59.000000,7.000000,18032.743764,3.000000,175993.119830,18.000000,66274.122379,51037.990710,5.000000,0
62.000000,18.000000,37991.440034,2.000000,197566.946532,8.000000,288142.136443,48381.205982,6.000000,1
30.000000,4.000000,0.000000,4.000000,578454.150771,1.000000,219535.875378,117701.410218,2.000000,0
36.000000,4.000000,0.000000,2.000000,0.000000,3.000000,250713.223227,84120.145540,8.000000,1
49.000000,17.000000,0.000000,2.000000,0.000000,26.000000,218341.726503,89306.106802,8.000000,1
59.000000,5.000000,0.000000,2.000000,347281.188316,23.000000,123411.005073,144373.186122,5.000000,0
76.000000,7.000000,0.000000,3.000000,288986.969138,23.000000,446650.854172,109140.963401,6.000000,0
34.000000,7.000000,0.000000,0.000000,821045.375165,25.000000,115532.013886,111029.977156,1.000000,0
44.000000,15.000000,0.000000,3.000000,474684.710675,19.000000,235301.860052,98184.643330,4.000000,1
56.000000,12.000000,0.000000,0.000000,425326.241721,24.000000,346404.017185,132821.942671,4.000000,0
34.000000,9.000000,0.000000,3.000000,261699.392642,11.000000,321972.298047,114486.262438,4.000000,0
57.000000,20.000000,0.000000,1.000000,208409.137892,27.000000,284973.696446,113546.630261,5.000000,1
42.000000,3.000000,0.000000,3.000000,114593.124040,2.000000,415939.893438,89949.040592,7.000000,1
71.000000,1.000000,68063.491248,3.000000,259427.708439,15.000000,436734.915652,38296.345722,4.000000,1
43.000000,18.000000,72919.447889,2.000000,839735.691207,6.000000,231067.646089,29539.577817,2.000000,0
58.000000,8.000000,0.000000,4.000000,327375.038265,21.000000,493719.677348,127077.799948,5.000000,0
66.000000,9.000000,38050.367197,2.000000,513567.631126,26.000000,141134.300293,44804.186643,4.000000,1
41.000000,14.000000,0.000000,2.000000,576109.857041,7.000000,461750.752124,145431.019508,2.000000,0
66.000000,8.000000,0.000000,1.000000,954545.872437,10.000000,369570.244485,119884.482432,0.000000,0
56.000000,7.000000,0.000000,4.000000,250155.009025,2.000000,80783.673068,89635.243135,6.000000,1
57.000000,3.000000,39952.148990,2.000000,976723.368334,24.000000,386782.644789,37342.777058,0.000000,0
34.000000,11.000000,0.000000,1.000000,352599.032973,29.000000,103155.518447,149438.760637,3.000000,0
44.000000,17.000000,29120.780992,0.000000,377201.250108,25.000000,452727.267800,29148.376536,5.000000,0
53.000000,11.000000,0.000000,0.000000,634761.474272,19.000000,349668.911324,85334.942713,0.000000,1
28.000000,8.000000,0.000000,1.000000,276464.477058,17.000000,474222.269446,105180.741815,6.000000,0
45.000000,5.000000,74948.970417,1.000000,241812.740062,15.000000,71914.091672,27614.953576,5.000000,0
42.000000,15.000000,0.000000,4.000000,301502.423178,18.000000,129833.073388,92762.744654,5.000000,1
20.000000,13.000000,0.000000,1.000000,356846.727778,8.000000,360144.172891,130938.919427,5.000000,0
21.000000,15.000000,0.000000,1.000000,0.000000,12.000000,396274.609322,114089.522812,8.000000,0
36.000000,19.000000,0.000000,0.000000,192449.216596,10.000000,173548.114696,88317.312835,6.000000,1
29.000000,10.000000,39396.979370,4.000000,393848.979013,12.000000,270892.704039,61106.810236,4.000000,1
40.000000,13.000000,0.000000,3.000000,819379.386316,2.000000,148389.585236,135308.818713,2.000000,0
40.000000,13.000000,0.000000,4.000000,0.000000,6.000000,438054.293741,96632.035812,8.000000,1
46.000000,8.000000,83616.275312,0.000000,221160.599351,12.000000,290938.157116,59565.510417,6.000000,0
20.000000,9.000000,0.000000,1.000000,104275.498313,1.000000,224216.161340,100780.906430,7.000000,0
52.000000,6.000000,69107.952080,2.000000,557816.522919,22.000000,322776.374534,22151.114548,4.000000,0
39.000000,11.000000,0.000000,2.000000,401983.976894,10.000000,97851.125724,86776.543457,5.000000,1
79.000000,20.000000,46667.332186,4.000000,0.000000,11.000000,189243.107658,50744.430486,8.000000,1
49.000000,6.000000,45660.661002,4.000000,0.000000,16.000000,73134.938358,30355.898665,8.000000,0
60.000000,10.000000,25280.322568,2.000000,148457.573784,3.000000,121095.736832,28180.956256,7.000000,1
39.000000,19.000000,65821.039108,2.000000,690985.855094,26.000000,490153.555071,68869.141615,3.000000,1
75.000000,17.000000,0.000000,4.000000,286946.300728,16.000000,84805.665042,114522.623039,6.000000,0
31.000000,4.000000,42030.097115,2.000000,771741.835893,19.000000,334298.466063,20620.982713,2.000000,0
49.000000,4.000000,54410.596749,3.000000,389559.073626,14.000000,159341.767706,64988.632003,1.000000,0
78.000000,17.000000,54510.376139,1.000000,991838.094705,3.000000,496449.552789,59649.003036,1.000000,1
23.000000,4.000000,0.000000,4.000000,615134.187152,28.000000,399718.340318,136875.457585,0.000000,0
37.000000,19.000000,82910.521791,4.000000,111324.771793,3.000000,309803.177173,63667.388432,6.000000,1
51.000000,4.000000,0.000000,2.000000,850029.506560,23.000000,367307.442148,84113.754922,1.000000,1
51.000000,2.000000,0.000000,1.000000,207814.509070,11.000000,433974.945045,83785.993150,6.000000,1
35.000000,6.000000,22194.096812,2.000000,431243.042164,28.000000,411710.734171,51546.488556,3.000000,1
31.000000,6.000000,33005.781301,2.000000,795943.392923,6.000000,215614.623467,27820.894073,1.000000,0
20.000000,4.000000,69608.018932,1.000000,377040.729226,22.000000,184295.528481,65071.410915,1.000000,1
24.000000,16.000000,80767.085553,3.000000,709483.688129,13.000000,381673.916766,51297.554077,2.000000,1
43.000000,6.000000,13047.355172,4.000000,444353.956540,28.000000,170040.366038,40527.579168,0.000000,0
25.000000,18.000000,18031.036781,3.000000,478837.015041,18.000000,188360.385641,22521.344928,3.000000,0
51.000000,17.000000,0.000000,3.000000,797540.462805,17.000000,172149.747760,122703.722427,2.000000,1
21.000000,16.000000,0.000000,4.000000,607634.700159,14.000000,227107.743009,88008.347420,0.000000,1
77.000000,12.000000,0.000000,0.000000,450510.148366,14.000000,296765.644286,116396.923727,4.000000,0
68.000000,9.000000,0.000000,2.000000,50367.234965,14.000000,470907.976264,125999.607494,7.000000,0
78.000000,14.000000,0.000000,1.000000,451326.714832,28.000000,360886.392116,110911.853295,4.000000,0
78.000000,16.000000,73765.031866,0.000000,551222.120557,15.000000,460501.934509,68289.519467,2.000000,1
44.000000,11.000000,49349.687525,3.000000,968373.565157,1.000000,458125.919138,32515.150643,0.000000,0
66.000000,2.000000,0.000000,2.000000,672517.967864,10.000000,352600.626496,133226.973870,2.000000,0
55.000000,16.000000,0.000000,3.000000,774128.352136,14.000000,196418.321144,124494.075065,1.000000,1
21.000000,7.000000,12475.284244,3.000000,724630.527392,16.000000,158190.476902,25678.363051,0.000000,0
76.000000,9.000000,21995.738558,1.000000,188500.936489,22.000000,152145.961042,30241.980231,5.000000,1
60.000000,15.000000,0.000000,0.000000,533738.769613,6.000000,366194.267749,135377.244592,2.000000,0
25.000000,15.000000,0.000000,2.000000,0.000000,24.000000,375491.454091,131366.229977,8.000000,0
52.000000,4.000000,0.000000,1.000000,1137334.155160,2.000000,45580.151339,142619.474192,0.000000,0
78.000000,20.000000,0.000000,1.000000,724056.142577,15.000000,495924.273202,91372.608775,3.000000,0
59.000000,1.000000,0.000000,0.000000,405343.243777,11.000000,401687.047118,128386.149256,4.000000,0
74.000000,19.000000,76943.601225,4.000000,0.000000,28.000000,165543.779610,23529.988432,8.000000,0
62.000000,11.000000,49853.244940,4.000000,113442.840224,7.000000,437871.315527,28090.705726,6.000000,1
28.000000,9.000000,20404.936611,3.000000,0.000000,3.000000,269986.739208,50456.608031,8.000000,1
70.000000,6.000000,0.000000,0.000000,392985.659630,30.000000,189858.599254,97462.019493,4.000000,0
35.000000,14.000000,0.000000,1.000000,60285.113732,24.000000,165325.270363,87284.259488,7.000000,1
51.000000,5.000000,58385.554827,0.000000,660937.863941,27.000000,298135.551044,53306.688040,3.000000,0
32.000000,20.000000,17396.638372,4.000000,272207.774206,16.000000,72335.966818,30773.218598,6.000000,0
42.000000,17.000000,0.000000,4.000000,613335.616745,2.000000,292344.040117,88415.875283,3.000000,1
56.000000,10.000000,0.000000,0.000000,52927.246343,5.000000,44881.528872,87780.476853,7.000000,1
27.000000,1.000000,23389.844839,2.000000,859071.067432,28.000000,97778.435487,34262.173765,1.000000,0
36.000000,2.000000,0.000000,3.000000,0.000000,5.000000,223877.956351,95290.481209,8.000000,1
55.000000,7.000000,0.000000,3.000000,340796.726817,12.000000,356338.928837,115770.592356,4.000000,1
68.000000,10.000000,10092.099398,2.000000,204335.451649,27.000000,19024.725796,41406.020799,5.000000,1
49.000000,9.000000,0.000000,1.000000,101333.906181,17.000000,129869.022362,115119.319856,6.000000,1
45.000000,8.000000,0.000000,2.000000,0.000000,2.000000,207682.788727,103760.279027,8.000000,1
46.000000,17.000000,59678.577797,0.000000,0.000000,29.000000,281512.269369,51316.038224,8.000000,0
47.000000,1.000000,42033.429380,0.000000,254858.005720,21.000000,401046.744010,71375.137759,3.000000,0
54.000000,12.000000,0.000000,1.000000,568015.039939,28.000000,343437.189729,137646.415216,0.000000,0
61.000000,14.000000,0.000000,3.000000,384465.152457,30.000000,242393.421304,129188.497428,2.000000,0
65.000000,5.000000,0.000000,1.000000,288198.629819,23.000000,98965.461115,105159.435681,5.000000,0
35.000000,2.000000,0.000000,0.000000,114258.264477,8.000000,289311.426434,111304.136738,7.000000,0
50.000000,12.000000,0.000000,3.000000,448638.497102,4.000000,114228.281292,80756.367527,3.000000,1
51.000000,5.000000,22817.722965,1.000000,260101.403801,12.000000,232750.493998,67477.811072,4.000000,0
43.000000,10.000000,0.000000,4.000000,561434.086189,2.000000,465990.420268,139155.237541,3.000000,0
74.000000,16.000000,0.000000,1.000000,426982.983776,25.000000,398413.352558,86767.793536,3.000000,0
36.000000,17.000000,79023.852290,0.000000,0.000000,21.000000,457849.971155,30282.116960,8.000000,0
40.000000,17.000000,0.000000,0.000000,225329.138890,26.000000,1964.928817,89068.936675,5.000000,1
21.000000,14.000000,0.000000,1.000000,393746.370639,20.000000,320999.790153,96196.376992,2.000000,1
28.000000,9.000000,23382.874346,3.000000,137884.358884,27.000000,239631.254706,36242.507353,7.000000,0
79.000000,17.000000,39292.683376,0.000000,385393.514032,16.000000,90097.158571,67879.301621,5.000000,1
21.000000,20.000000,0.000000,0.000000,89847.441473,15.000000,341599.206801,102806.830934,7.000000,0
67.000000,2.000000,60717.868269,3.000000,259013.606456,28.000000,229000.473930,38488.731872,5.000000,1
60.000000,5.000000,72378.757632,2.000000,603878.554600,2.000000,1720.181625,56561.986008,3.000000,1
20.000000,6.000000,0.000000,4.000000,300593.095734,16.000000,300993.285117,134253.597231,2.000000,0
41.000000,2.000000,0.000000,0.000000,106179.843529,25.000000,187269.046335,105606.787480,6.000000,1
51.000000,3.000000,44495.902155,4.000000,104352.311752,11.000000,477194.024559,52546.633343,7.000000,0
42.000000,8.000000,0.000000,0.000000,810815.789254,8.000000,97944.588863,136006.566309,0.000000,0
54.000000,18.000000,0.000000,0.000000,127648.363311,25.000000,308268.947314,142272.257600,7.000000,0
36.000000,19.000000,0.000000,2.000000,722143.926007,2.000000,441068.075125,106240.405440,3.000000,0
50.000000,7.000000,0.000000,0.000000,333028.913073,9.000000,112528.801717,80374.986670,4.000000,1
28.000000,14.000000,20939.921262,4.000000,644409.720175,23.000000,156952.341629,54047.156122,1.000000,1
80.000000,5.000000,0.000000,1.000000,137752.631715,16.000000,366122.536434,94333.244712,6.000000,0
66.000000,14.000000,0.000000,3.000000,216098.153691,29.000000,490043.205986,99523.247050,6.000000,0
39.000000,6.000000,0.000000,3.000000,840361.750703,10.000000,328440.086306,119668.557729,0.000000,0
43.000000,5.000000,19829.907645,4.000000,127557.503877,15.000000,231571.712802,58104.162670,7.000000,0
32.000000,1.000000,39595.341307,3.000000,905213.067846,26.000000,488452.500298,74520.877762,0.000000,1
35.000000,3.000000,0.000000,1.000000,1043659.398643,17.000000,416831.006613,125633.600764,1.000000,0
57.000000,6.000000,0.000000,2.000000,1034236.348450,18.000000,436573.707494,122959.571605,0.000000,1
30.000000,12.000000,49261.052278,0.000000,0.000000,27.000000,368356.795469,71199.122902,8.000000,1
60.000000,7.000000,0.000000,0.000000,349438.149096,24.000000,381673.608487,98428.678812,4.000000,0
47.000000,20.000000,81722.613752,4.000000,369304.235998,3.000000,387269.184068,69906.683708,5.000000,0
22.000000,1.000000,0.000000,4.000000,368571.967525,14.000000,267662.983995,98259.045295,3.000000,1
27.000000,1.000000,0.000000,1.000000,130193.701445,2.000000,60848.532130,130233.440706,7.000000,0
67.000000,6.000000,14657.248604,1.000000,196370.190600,5.000000,144131.630284,56830.413220,6.000000,1
49.000000,9.000000,46083.738873,1.000000,648303.229324,20.000000,266248.783080,47839.964645,3.000000,0
78.000000,15.000000,65956.946589,1.000000,433385.880892,29.000000,282535.241215,39966.029425,3.000000,1
28.000000,2.000000,81761.571376,4.000000,126012.240331,3.000000,304618.233176,62206.179339,7.000000,1
54.000000,13.000000,0.000000,0.000000,588512.528678,4.000000,49801.976511,80283.056665,3.000000,1
62.000000,3.000000,0.000000,4.000000,507947.316146,1.000000,421177.747563,131289.977784,2.000000,0
68.000000,5.000000,0.000000,4.000000,499309.406863,15.000000,123484.232831,144125.865303,3.000000,0
57.000000,5.000000,0.000000,4.000000,454444.266770,17.000000,103425.110064,95456.295103,3.000000,1
62.000000,14.000000,0.000000,2.000000,552858.847655,10.000000,249343.734457,76454.389575,1.000000,0
60.000000,9.000000,0.000000,1.000000,80800.323220,16.000000,345008.463874,125707.631224,7.000000,0
39.000000,4.000000,0.000000,1.000000,628059.074875,15.000000,175132.047373,136129.406775,1.000000,0
76.000000,6.000000,0.000000,4.000000,162569.299174,23.000000,166196.870531,124915.169692,6.000000,0
77.000000,3.000000,0.000000,1.000000,1044669.263208,21.000000,453288.566827,106671.941055,1.000000,0
60.000000,11.000000,35965.988690,2.000000,439871.300723,29.000000,212390.330221,33059.839908,4.000000,1
62.000000,2.000000,61209.759362,1.000000,50935.291565,29.000000,127703.132174,41679.849711,7.000000,1
71.000000,9.000000,0.000000,2.000000,280267.404576,10.000000,111751.682565,135898.651188,5.000000,0
32.000000,16.000000,0.000000,2.000000,715249.584537,26.000000,371146.011457,138633.357967,2.000000,0
48.000000,2.000000,0.000000,1.000000,368085.609393,12.000000,49645.409913,149007.201457,1.000000,0
41.000000,8.000000,76440.138039,3.000000,616055.016876,22.000000,94847.823118,48687.473756,3.000000,0
36.000000,11.000000,0.000000,0.000000,0.000000,29.000000,472404.666801,132982.377287,8.000000,0
71.000000,18.000000,21378.871733,4.000000,487276.899136,12.000000,54897.907941,63563.334693,4.000000,1
41.000000,8.000000,0.000000,1.000000,431535.839935,9.000000,376445.796829,81187.452332,5.000000,1
38.000000,17.000000,0.000000,0.000000,126722.793929,26.000000,380863.491253,114118.800153,7.000000,0
70.000000,5.000000,0.000000,1.000000,0.000000,22.000000,108411.228522,85362.686097,8.000000,0
39.000000,4.000000,54483.973349,0.000000,499228.499742,13.000000,228801.259901,41609.954463,3.000000,0
53.000000,5.000000,0.000000,4.000000,897046.536732,26.000000,42071.842708,97941.674284,1.000000,1
64.000000,8.000000,75570.570168,3.000000,339576.791005,22.000000,253013.504191,70681.744314,4.000000,1
46.000000,4.000000,57857.869745,3.000000,895030.527729,1.000000,76046.675597,63429.492412,0.000000,0
30.000000,11.000000,80348.122327,0.000000,742738.827862,6.000000,116515.889184,41861.245332,3.000000,0
78.000000,18.000000,0.000000,4.000000,756915.796483,28.000000,34163.220390,93374.736597,2.000000,0
50.000000,9.000000,0.000000,4.000000,62038.184344,28.000000,450815.800540,109152.949101,7.000000,1
39.000000,14.000000,0.000000,4.000000,0.000000,5.000000,46681.667923,96547.935736,8.000000,1
49.000000,11.000000,0.000000,4.000000,1033460.331610,30.000000,219273.358018,125674.145664,1.000000,0
74.000000,14.000000,0.000000,0.000000,0.000000,16.000000,49014.567531,146257.579476,8.000000,0
