@RELATION WAVEFORM_Gradual_Simple

@ATTRIBUTE 0 NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE 9 NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE 11 NUMERIC
@ATTRIBUTE 12 NUMERIC
@ATTRIBUTE 13 NUMERIC
@ATTRIBUTE 14 NUMERIC
@ATTRIBUTE 15 NUMERIC
@ATTRIBUTE 16 NUMERIC
@ATTRIBUTE 17 NUMERIC
@ATTRIBUTE 18 NUMERIC
@ATTRIBUTE 19 NUMERIC
@ATTRIBUTE 20 NUMERIC
@ATTRIBUTE class {0,1,2}

@DATA
-1.375293,-1.444316,1.673717,2.707200,0.748565,2.900895,4.133212,2.650238,5.123126,6.093186,5.603480,4.997633,3.818940,3.249482,0.146728,0.224754,1.545996,1.777597,-2.117776,0.382652,0.104029,1
-0.445149,-0.830358,0.677988,-0.895498,0.754708,-0.425426,-0.258811,2.831001,1.612153,3.025631,3.982284,4.238106,3.271158,4.101672,4.955453,3.805096,4.026906,0.296669,0.217720,0.964716,-0.605389,2
-0.084618,0.309987,-0.379153,0.020982,1.097452,2.308283,2.215507,3.082832,2.476617,6.130710,4.102307,4.471902,4.709408,4.737082,3.879100,2.731782,1.058006,0.286791,1.220992,-0.129302,-0.691955,2
-1.207474,1.067066,1.655159,-0.118236,-0.845597,0.051273,0.174851,0.964182,0.736415,0.990126,2.564861,2.968726,1.627100,5.919719,2.656601,4.301917,3.685116,3.698891,0.774587,2.167924,-0.973175,0
1.380805,1.146456,1.360397,2.258817,0.609748,1.663297,1.541305,1.999631,1.645354,1.881328,2.305321,2.629081,2.522396,3.930770,3.765674,4.411327,3.430329,1.505984,1.951821,0.966235,1.160312,0
1.022827,0.365212,0.132846,0.126358,1.300591,-0.884224,0.925962,0.640569,2.938942,3.822396,4.197640,3.069113,3.522572,4.913111,2.395670,3.354493,3.281866,1.593822,1.839743,-0.371502,-1.137994,2
-0.504698,0.986797,0.769074,1.222480,3.807595,4.275081,6.325224,4.198751,5.236319,4.550033,2.175661,3.572898,1.986422,2.017766,1.543990,-0.222315,-0.940504,0.701220,0.463857,-1.289060,-0.450571,1
-1.413072,-2.039271,-0.791721,0.323354,0.740674,1.086018,-0.839817,1.877712,3.346448,4.173596,5.075373,4.753072,2.608087,2.168110,2.739683,3.211861,-0.319012,0.498955,2.024454,0.996268,-0.030795,2
-1.039846,-0.716174,0.807093,1.331667,-0.463954,0.192135,-0.361405,0.241269,1.350739,-0.283830,0.695377,3.091321,2.837775,4.103100,4.732300,6.388599,2.162284,3.055082,1.761523,0.754744,0.943274,0
-0.913626,-0.564426,0.958155,-0.123648,-2.538711,0.596402,1.479193,-0.622229,2.362230,2.264076,4.184124,2.573283,4.293077,3.165662,4.839730,2.902578,4.342455,2.012013,1.474604,1.357790,-0.267942,2
1.898643,-1.029921,-0.111955,0.254743,0.306184,-0.411725,2.127876,3.380724,3.875683,4.341048,4.320431,3.656438,3.367975,3.741950,2.098581,1.764477,0.491207,-0.917004,0.281137,1.471926,1.353508,1
1.716926,-0.501785,0.750661,1.862789,2.268590,3.660465,3.205245,1.262237,4.248309,3.543663,2.957829,2.065089,0.072116,1.629775,3.382877,0.776881,-0.249942,2.021906,-0.382154,-0.346390,1.202236,0
-0.835824,0.933556,1.935027,3.341352,0.763488,3.493858,3.502395,4.657497,4.294863,4.264785,3.608974,4.325024,2.746826,1.498456,0.055625,1.375919,0.796582,1.028928,-0.351412,0.794020,-1.971972,1
-1.146405,0.845422,1.174115,2.309596,3.123150,2.788568,3.710874,5.226531,4.532519,3.960095,3.990405,1.641826,1.410931,-0.014870,-0.549295,0.823713,-0.501358,-0.734043,0.462097,-0.850225,0.067840,1
0.427674,1.305405,2.217713,2.327788,3.308139,3.863577,4.219673,2.554287,3.097509,0.702960,1.301844,0.242656,1.042415,1.212446,0.949048,3.635455,3.475950,0.946618,0.503923,1.395174,0.335399,0
0.121218,-1.937643,-0.069826,3.089157,0.796964,0.387425,0.270311,0.217152,-1.080976,1.091473,1.945267,2.033116,3.109293,4.837893,6.853078,5.265578,3.907863,1.147546,2.042375,1.601288,0.048541,0
0.015846,0.174002,1.458095,0.806953,-0.772721,3.338043,3.922036,3.447103,2.930710,3.468053,3.504411,3.873239,1.852557,1.865891,-0.789541,1.721296,0.353243,1.651429,1.996007,0.630286,-1.290908,1
-0.717376,0.716310,-0.225477,1.476949,2.362462,3.254220,4.163585,4.094809,4.670625,3.659592,5.151502,2.188717,0.425956,1.451955,1.844560,-1.482220,-1.256270,1.085055,-0.445740,-0.440041,0.688442,1
-1.618784,1.112045,0.825973,3.420726,3.204725,3.207092,4.685779,4.477969,3.680500,1.883406,2.844666,1.551940,0.543094,2.918680,2.237234,2.652136,2.175016,0.661480,2.634288,-1.347472,-0.755606,0
-0.589316,2.358551,0.485222,0.320130,0.643681,0.339527,1.439975,2.040360,3.421738,5.919105,6.737923,4.797086,4.103222,1.371334,1.766791,-0.297122,-0.180868,-0.051349,-1.193312,-0.817979,-0.268485,1
-1.795587,1.441763,2.738719,2.927367,4.455574,2.687115,4.223757,1.894465,0.616675,0.975976,1.588005,2.885203,3.301313,3.101660,0.726784,2.551340,1.281035,-0.040377,-0.004944,-0.960124,1.816659,0
1.539110,-0.987256,0.985058,-0.015602,-1.267938,0.490024,2.124466,1.582837,4.675586,5.141733,4.228263,4.748036,4.747139,3.842208,2.612557,1.468980,0.750590,0.500111,0.690932,0.018575,-0.417217,2
0.979711,-1.128723,0.681538,0.562535,1.325912,0.858798,3.004050,1.613799,3.041848,3.236809,2.949405,5.670967,2.620265,2.619231,3.769612,2.430759,1.126150,1.264165,-0.932669,-0.597799,0.357456,2
-0.176292,2.009715,3.291929,4.138638,4.579098,4.261861,7.190985,5.036828,3.934096,2.478763,2.340192,1.961996,0.455369,1.092880,1.618224,-2.116849,-0.458461,1.094180,1.449512,0.870821,0.451080,1
-0.719348,-0.468810,0.518341,2.228902,4.289099,3.440789,4.308617,3.711010,3.583113,4.052952,2.380075,1.802765,-0.493039,2.084173,1.708928,0.535343,-0.229994,0.286501,0.443675,1.373403,-0.400641,0
0.783973,0.343202,2.653158,1.960811,-0.402245,1.522338,2.985893,4.653886,3.194579,4.191219,5.012525,3.859118,4.097035,2.140710,1.159919,2.133388,-1.388716,0.239235,-0.394010,0.136670,-0.878499,1
-0.088492,-0.420024,0.201846,-1.638318,-0.429499,0.547559,1.745982,2.226344,4.503023,2.921110,4.121819,4.983284,3.625499,2.991733,2.733301,1.887237,3.517166,1.787949,1.061974,0.875604,-2.582704,2
-0.537146,0.640459,0.295120,1.785505,-0.065642,2.405483,3.564264,5.021756,4.742362,4.277087,4.520581,4.003873,3.251053,3.110429,0.311384,0.755254,0.232191,0.454419,-1.002068,0.789782,-1.594867,1
0.027399,0.397813,-0.348783,1.156998,0.728942,2.695838,2.100974,3.485787,5.274061,3.145289,4.655867,4.664818,1.956457,3.668744,1.239337,0.534015,1.009643,-1.816697,0.152536,-0.386836,1.059336,1
0.230326,-1.497239,-0.452027,-0.596132,-0.440200,1.521440,2.869652,3.095354,3.681349,5.673444,5.827783,4.745378,3.446342,1.388941,0.994009,1.169673,0.726887,0.219676,1.274795,-0.037196,0.707600,1
0.875298,0.250536,2.248474,2.795456,2.375862,1.536862,3.004626,0.343615,1.876150,2.074093,3.199621,2.260896,0.490308,2.682899,4.629706,3.111159,2.080839,1.453863,0.689616,1.884291,0.396117,0
1.734988,0.705703,0.196912,0.777063,2.970738,3.538798,0.918454,3.475466,2.551232,1.873732,2.961058,0.994079,2.982782,3.489732,4.138119,3.711921,3.977119,1.077616,1.301865,0.224262,-0.630554,0
0.315473,0.531583,0.879594,-1.125081,0.256830,0.768155,0.039102,-0.371103,1.186085,0.574528,2.078771,3.536565,3.578796,5.840039,6.067794,5.801304,4.766156,1.972722,0.318468,1.056774,-0.700550,0
-0.556280,0.361828,2.053948,0.978567,2.267270,-0.564733,0.886561,3.059942,5.980053,2.857143,4.169945,2.953490,1.953995,1.558331,0.450396,3.279404,-0.272352,-2.262026,-1.060144,-1.840909,0.337823,1
1.172495,-1.454399,0.075818,-0.549048,-0.090526,-0.233993,2.535348,3.920902,3.732824,5.237974,5.048512,4.374201,4.724032,2.896308,0.695169,1.442117,-0.089196,-1.576749,-0.756728,0.836346,-1.984122,1
-0.795976,-0.192006,-0.582686,0.711926,1.442892,2.626663,5.095199,6.044465,3.565079,3.562354,4.064895,1.737959,1.312084,2.411459,1.772312,1.686590,-2.791630,-0.492151,1.356490,-0.003740,0.188961,1
-0.796991,0.232105,1.376991,1.198228,0.685858,3.265562,3.373668,5.379239,4.191603,2.843384,2.185689,2.178161,2.298643,-0.002150,1.817089,-0.230588,-0.782046,0.613311,-1.350045,-1.415567,0.083928,1
-0.988354,1.449314,4.033454,3.352822,4.055949,4.062244,6.041930,4.781329,2.510738,2.386135,2.376875,1.644686,1.318143,-0.688091,-0.416544,-0.451665,-0.299562,-0.632370,0.492089,-1.301571,-0.766783,1
0.391238,2.044415,-0.481659,-0.574530,0.396823,1.250884,-2.324842,0.119459,1.905300,1.673376,4.142369,3.729677,4.565229,2.553567,3.155145,4.977395,5.136441,1.470506,1.051270,2.235464,0.964186,2
-1.270301,1.008739,-1.317709,3.199406,0.117496,0.040214,1.229636,-0.971810,-0.762611,0.075532,3.119568,3.641741,3.998154,4.389805,3.955334,4.801429,3.781625,0.976801,1.708280,-0.027942,0.547214,0
1.451822,-0.778214,1.292387,-0.493546,0.662269,1.906127,2.404812,3.807940,1.956634,5.578064,5.266412,5.325735,3.239091,2.826669,-0.832100,1.995625,-0.836205,1.800529,0.859823,-0.667317,1.300319,1
-2.202444,-0.336155,0.071091,1.179520,0.741651,1.089271,2.472091,3.396402,3.871290,5.467823,4.851317,5.038072,1.060386,4.486241,0.616866,1.397588,0.858855,1.995383,-1.238264,0.451664,0.777816,2
0.901146,0.554470,2.423000,4.657819,2.637795,3.627092,2.958482,3.014867,2.810903,1.676956,4.453479,1.447047,0.880570,1.839199,3.065014,1.899248,3.216612,0.019028,1.214339,0.067198,-0.269785,0
0.247466,0.012803,0.847589,2.744562,3.634370,1.689912,3.034587,4.449031,2.998694,4.080292,2.584056,1.873521,1.777803,2.094027,1.808606,3.076439,2.697230,0.082069,1.767005,2.129342,1.119278,0
0.097911,-0.181785,-0.277571,-2.026491,0.069762,1.312632,2.999104,3.462142,3.372285,4.395944,4.325503,4.524137,4.115808,2.700879,1.338113,-0.143343,0.504538,0.268570,-0.246783,-0.529337,-0.092410,1
-0.117766,-0.607577,1.404136,0.382673,1.716473,0.913039,2.446872,0.489064,1.673088,3.581492,1.540248,3.054682,3.133218,3.354151,4.555827,3.008715,2.252184,1.906905,1.542391,-0.196957,0.893727,0
-0.491876,1.104714,-0.478494,1.999595,3.954075,4.382113,4.668560,5.120211,1.790629,1.688611,2.068660,0.307764,-0.708787,2.144047,-0.200427,0.630269,1.501388,1.868705,0.936180,0.221808,-1.477428,1
-0.017586,1.372624,1.427049,0.121487,0.494107,1.299628,1.713975,2.250853,2.165461,4.951422,6.076639,4.987546,2.789194,2.134694,3.475732,-0.527613,0.076956,0.144578,-0.062163,2.295824,-1.474902,1
0.884993,0.315128,1.451693,1.546938,3.182044,2.233537,2.640562,2.744965,2.928046,2.696513,0.969473,-0.301890,2.737689,3.468602,3.432899,2.428609,2.474939,1.005611,0.071282,0.405245,1.253135,0
1.158227,-0.257192,1.289619,3.358559,2.102215,5.159500,5.196171,5.715123,3.605367,1.699195,3.848171,2.681337,0.587611,1.773075,0.111508,1.934474,0.345141,0.172482,1.355912,0.068724,2.338262,1
-1.157759,-0.037809,0.103630,3.141421,2.724083,4.290098,5.055098,6.372289,3.792720,4.296440,0.751150,-0.070240,0.492221,-1.094547,-0.108194,-1.280472,-0.212656,-0.494945,1.683285,-0.932239,0.316248,1
-1.374252,1.427017,-1.383396,0.711962,0.200700,-0.296031,0.577510,2.274525,3.038922,4.033157,6.026455,4.913705,3.108332,3.039962,3.356552,-0.173387,0.889910,0.088134,0.413270,0.238050,-0.535974,2
-0.352758,1.134971,1.164323,0.660033,-2.008056,0.547364,0.066314,-1.048836,1.221556,2.439721,2.207792,4.783707,4.807332,4.635732,5.128405,2.840624,2.862969,2.141001,1.159294,1.403426,-3.039013,2
-0.363460,1.615869,1.644213,1.761905,5.175655,4.892554,6.235726,6.326529,2.885217,3.433243,3.827506,2.195928,-1.237749,1.093630,1.527581,2.394227,-1.207194,-0.700931,-1.700997,0.947419,1.032348,1
-0.544443,0.988267,1.023634,2.126947,4.476811,3.388317,2.038466,2.034186,3.212840,2.661905,2.748999,0.152194,1.251173,2.300782,1.650017,0.218511,1.733208,0.361449,1.500242,0.574894,-0.985807,0
-0.408941,-0.978539,0.679176,3.001115,5.213667,3.838622,5.173698,4.599773,3.983890,4.114651,2.338200,2.349346,1.119717,0.455663,-0.208834,0.016260,-3.325009,-0.579441,-0.336581,-0.181689,-0.161958,1
1.113396,0.433098,-0.405552,2.238968,4.494922,4.567048,4.869553,4.629275,4.751191,3.394110,3.279398,0.913555,-0.906538,1.016969,0.093694,1.017643,0.860442,1.565948,-0.268678,0.389709,-0.340582,1
0.328028,0.112247,0.119935,0.596160,0.484250,-2.046425,-1.034898,0.531941,0.068517,0.598943,2.427964,4.002510,1.911054,5.821137,7.817009,3.605211,4.348993,3.502055,0.638814,0.111478,-0.556740,2
0.303579,0.792846,-0.949301,-1.079992,1.095095,1.850085,1.629083,2.862566,1.233190,5.297854,5.370185,5.472393,5.326615,2.818812,2.208211,0.300067,-0.628381,-0.052010,1.605585,0.873189,-0.790929,2
2.919638,0.177117,-0.050090,1.655968,-1.119041,1.711880,-0.644543,-0.616244,1.350197,0.937653,1.945475,4.425161,2.626472,6.393438,5.959521,4.054186,5.720215,4.089322,2.534583,0.662431,-1.345141,2
0.413731,-0.380910,2.111063,2.434506,2.581088,4.856259,4.787126,3.583909,2.189995,2.211877,2.852338,0.397108,2.122345,-0.444026,0.459900,2.410730,2.181834,1.514604,0.478270,-0.526303,-1.939820,0
-0.202335,1.379208,0.824634,2.356442,4.792753,4.723193,7.241134,5.785980,4.316876,1.763006,3.333221,1.487697,-2.689337,0.592392,1.305483,1.666178,0.051750,-0.089212,0.281187,-0.029564,-0.665405,0
-1.128634,0.645643,0.398318,3.792894,3.520373,3.496343,6.279026,3.772814,5.509623,2.743412,2.949254,2.690877,0.822911,1.647777,0.664565,1.279212,-0.414969,1.081853,0.752742,-0.121531,0.662893,1
-0.028586,-1.401261,0.420672,-0.896161,0.817458,2.351532,1.228879,4.093261,5.424143,5.074954,4.652491,3.558262,3.689651,1.105226,2.205800,3.804339,1.434282,1.203491,1.564197,1.132158,1.203868,2
0.726833,1.235627,0.641552,-0.564174,1.278424,2.961842,5.098290,4.508126,2.755769,3.616496,4.433530,4.644118,3.042039,3.103336,1.031769,-0.827455,0.857566,-0.044932,-0.232429,-0.417382,-0.126455,1
-0.553110,0.497140,-0.139551,0.127495,1.970543,0.157846,3.550528,5.002905,3.095865,4.304966,4.315565,4.614095,2.126934,2.411543,1.668133,0.931317,0.054843,-0.137709,2.237643,-1.455026,-0.614824,1
-0.610576,-1.391646,1.117570,2.914579,2.662449,3.294449,4.753594,3.774152,3.915157,3.451565,6.579644,3.075060,3.136361,1.375780,0.851665,-1.488004,-0.878834,-1.840680,0.356431,0.816722,-1.003855,1
2.568317,2.355170,2.256241,2.770567,3.057880,2.933089,6.321406,4.521403,2.245263,3.737528,3.417431,1.334560,-0.651611,-0.520270,2.465315,0.177315,0.866783,-0.989935,0.438361,1.309141,0.936488,1
-0.834149,0.521376,0.646631,-0.980492,-0.299792,1.630856,0.401748,-0.457584,-0.135490,1.021581,2.155292,1.530430,2.807888,2.940769,5.406931,5.479988,3.176183,3.396926,1.925089,0.679430,-1.448669,0
-0.337430,0.974993,0.532958,3.477099,2.586001,3.848742,6.087880,2.993228,3.060577,3.737173,1.909996,1.243735,1.946743,-0.355479,-0.259912,0.075728,1.488663,0.421806,2.313265,0.857427,-0.139738,0
0.361700,-0.602858,-0.264850,0.276208,0.996105,1.285009,0.627322,2.758465,1.252893,1.504043,3.035053,1.608652,0.795695,2.575162,4.424816,2.508973,4.095508,3.694243,1.404605,1.368641,-0.103364,0
1.099507,2.615588,0.278320,1.656884,2.791125,4.466985,5.327105,4.924251,4.239568,3.033308,2.167446,3.196237,-0.060222,-0.730948,-0.782531,-0.882985,-0.129325,0.977378,0.640216,-0.096439,0.307159,1
0.241768,-0.534645,1.997748,1.253106,1.775917,1.881783,1.472130,2.278108,1.691315,0.713300,1.467823,1.215388,3.371158,5.986024,4.164936,2.496894,2.775154,2.372074,0.442160,0.824064,-0.734364,0
-0.657730,1.310624,0.418593,2.574461,3.317586,6.022380,5.091204,2.975886,4.635714,0.513753,2.553706,0.227796,1.325923,1.155372,1.198658,-0.786012,0.604782,2.345695,0.471048,0.450306,-1.543007,0
0.618332,1.206684,1.032784,1.386684,0.124467,-0.258267,0.405669,0.052534,-1.494003,1.288826,2.005469,3.562205,3.242311,3.598583,5.606370,4.792868,4.398152,1.900223,0.988379,1.191970,1.929597,2
0.269999,0.303968,1.861074,1.708626,2.713794,3.490703,5.825964,5.737286,4.691206,2.002663,1.025822,3.048720,0.905072,0.648769,1.239282,0.880781,0.413826,0.804351,-0.821693,-0.211681,0.402175,0
-1.136079,0.549584,0.402961,1.471200,0.597117,3.778871,5.010166,5.369930,4.749877,3.239272,4.293602,3.084873,0.508680,1.244441,-0.526518,-0.188696,1.131533,1.547889,-0.957264,-0.379538,-0.960795,1
-1.243064,1.475076,0.274698,1.799805,6.132126,4.692766,6.682091,6.414355,4.664154,2.719754,0.754137,2.085584,-0.728554,0.036282,-0.367850,1.328134,-1.039768,1.597438,1.008185,0.089213,2.184486,1
-0.387743,-0.198771,1.184634,-1.569662,-0.621021,0.152046,0.254532,2.032959,3.404276,5.198586,4.963261,4.470035,5.278124,2.997231,2.738855,2.607844,-0.878069,0.427216,0.631369,1.651968,-1.457823,2
-1.101758,-0.422274,0.956027,-1.940567,-0.727795,1.370570,0.963014,1.547277,2.000019,1.940534,2.106631,2.511664,5.310808,3.569602,5.724739,3.016691,5.018834,2.032353,0.900631,1.309073,0.727018,2
0.295295,2.725518,3.048626,3.526643,3.682071,2.815663,5.967931,6.548897,5.811130,2.245871,3.993686,2.327829,-0.079356,-0.890195,-0.383277,-1.393204,-1.496185,0.316583,-1.485581,-1.437207,-0.612816,1
-0.269082,-2.464117,0.638098,1.763799,1.070101,4.420640,5.063696,3.960609,4.092823,4.104860,1.803721,2.066310,3.284280,1.481463,1.109161,1.025942,-0.534039,-0.045324,-1.372050,-0.085468,-0.744751,1
0.517626,1.083361,-0.724936,1.453508,1.771253,3.125145,2.108069,4.884381,5.462239,3.528514,4.980726,2.042654,3.393358,0.709972,1.981740,0.507407,0.720767,-2.304052,0.017307,0.989792,-0.613160,1
2.326828,0.499626,1.163062,0.443981,2.291194,3.631333,2.985606,1.333734,2.809427,1.856616,3.702457,2.436646,2.120891,3.052461,4.482237,3.291581,4.674859,1.436225,3.503805,0.114897,-0.030786,0
0.965649,-0.479875,-0.229534,-0.491958,-0.124252,-0.478511,3.102646,2.056536,0.698686,2.773000,1.690585,5.197687,3.509754,4.247850,4.527701,4.237482,2.838960,3.807360,0.826048,1.568482,0.729966,2
-1.819333,1.059929,2.492931,1.218818,-0.930770,3.023247,1.060367,2.535701,1.067156,3.287041,3.009701,4.618287,4.674363,4.469858,3.259514,3.152892,2.037249,3.081114,0.107423,1.299835,0.152591,2
-0.062148,0.913950,2.152914,1.479941,3.725875,2.302123,3.751944,4.957512,3.240764,3.759268,2.943430,2.489739,2.579260,1.440185,1.466310,3.448101,0.499671,1.658950,-0.171811,-0.212093,0.802354,0
-0.565956,1.035219,1.063070,0.290584,0.650768,0.691609,0.692911,1.940465,4.113900,1.029899,3.712490,4.158947,3.381329,4.466717,6.495612,4.168757,2.908947,0.815813,0.730164,0.592655,0.405255,2
1.442021,1.418274,0.325453,2.132981,2.783325,3.300251,6.582732,3.441202,3.126616,4.009667,3.182034,3.040675,2.710337,1.126572,0.024546,1.759407,0.836883,0.271619,0.778717,1.372794,-0.300359,1
0.014965,1.816395,-0.700964,2.362420,1.841041,3.808366,2.811131,4.908631,2.561836,4.537494,2.923612,1.588439,2.715621,0.990202,1.437574,0.645747,2.429882,1.928996,-0.478819,0.575944,-1.333409,1
-0.280049,1.060534,0.077261,0.034956,-1.599381,0.823693,2.586718,3.907320,3.945571,4.269724,8.342904,4.114678,5.027825,2.342381,1.082501,0.790628,0.669676,-0.992580,-1.503731,-0.045639,-0.262704,1
-0.607501,0.094642,0.383865,-0.012902,0.908276,-0.674779,0.520245,0.974075,-1.143832,2.871119,3.132823,3.642128,4.704260,4.253550,4.833445,3.818806,2.850139,3.655375,0.889806,0.540514,1.277913,2
-0.656434,1.890887,-1.375255,0.659869,2.973110,1.735348,5.697876,4.566261,4.567312,5.344350,3.919135,2.625946,0.315719,-0.110455,0.611894,0.105966,0.031059,0.331961,-2.529073,0.812548,-2.469359,1
0.581444,1.189264,1.721533,0.376049,-1.291167,0.471420,2.699603,5.262550,3.816713,4.242968,5.602856,4.881521,4.810194,2.923242,2.716680,0.928496,0.350475,0.205741,-0.354489,0.641552,-0.831186,1
-1.075699,-1.126115,-0.380635,2.065749,-1.660717,1.034565,0.795019,1.900004,2.013359,3.240089,4.283700,4.506464,2.362916,5.170532,2.745089,3.200941,2.546918,2.295310,0.796696,-0.159506,-0.168623,2
-0.852797,-1.630953,0.261714,0.806216,-1.170904,1.886672,2.539593,2.744566,3.696583,5.525802,6.548885,6.315357,4.396427,2.584594,2.881320,1.882831,0.928022,0.476047,0.649155,0.378170,0.515960,2
0.475155,-0.976225,-1.163981,-0.474114,-0.259853,1.655887,2.523528,3.810455,4.436101,5.458898,7.313726,4.810006,3.957762,3.758289,1.279567,0.984032,0.894291,-1.410162,-0.609425,-1.640923,-1.367783,1
-0.739963,0.909126,-1.189077,-0.632266,-0.046838,-1.394913,0.560085,1.222743,1.565910,0.680661,3.423385,4.002231,5.242839,5.408861,5.753089,2.496265,4.880557,3.107927,2.978909,0.589000,-1.230382,2
-2.245595,-0.297760,-0.804152,0.621688,1.282836,1.436768,0.776798,2.110994,2.987240,1.889605,2.585353,2.390297,3.206973,5.441707,1.460446,4.438804,1.790116,1.183316,-0.426428,0.179893,0.332299,2
-1.751168,-0.790776,0.697299,0.457757,2.644376,3.193105,4.464498,2.796824,6.296409,3.533064,3.130088,3.356195,2.481992,1.166701,0.336171,0.582620,-0.104226,0.159047,-0.496653,-1.348919,-1.479253,1
0.583141,0.663595,1.480669,-0.745515,-0.221563,2.544029,0.865514,2.249892,2.930989,4.556803,4.855441,3.735166,4.186272,1.964256,3.144388,4.770448,-0.049809,-2.069438,0.137636,-0.371722,-0.493136,2
-0.170775,1.142603,2.404046,1.758815,-0.566075,1.048838,1.882343,2.844193,3.075428,3.465421,6.695797,4.825668,2.979360,2.659070,1.006888,-0.094239,0.542506,-0.546544,-0.775704,0.104103,-1.061125,1
-0.942505,1.374002,0.157040,0.645082,4.710008,4.576929,3.280971,5.543304,5.835425,2.176071,-0.131317,-0.105816,1.289575,1.319489,1.103396,-0.693121,1.087285,1.054295,0.623857,0.275156,0.517064,0
0.784490,0.637856,3.239034,2.888847,1.938506,2.851383,2.755248,4.438499,3.600020,2.710243,5.496990,4.710613,0.957387,1.825653,1.408781,1.064886,-0.452722,-0.120720,1.822058,0.436110,-0.858057,1
2.290186,0.302570,-1.489738,-0.076963,0.486876,1.093104,1.710319,1.666296,2.331291,2.345531,3.569012,6.293780,4.600976,3.144464,4.637890,2.056701,0.918090,2.049825,3.058757,-0.006709,0.687187,2
1.029301,-1.077154,-0.262370,1.219745,3.317644,2.787252,2.390035,3.293886,0.876795,2.123727,2.569321,0.209144,3.265556,2.265848,1.194388,3.692323,1.143656,1.402107,4.093078,3.173914,-0.314578,0
-0.360722,0.008287,0.527121,2.262595,2.708097,2.089311,3.666189,3.201132,3.126095,4.511855,4.763535,1.401827,1.213061,1.604493,1.746243,0.431926,-0.293570,-0.148102,0.929297,0.928928,1.324948,1
