@relation IntelLabSensors

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute class {-9223372036854775808,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,36,42,43,44,47,49,53,54,56}

@data
44404.0,26.1428,35.2995,294.4,2.51661,19
31529.0,122.153,-3.91901,397.44,2.24121,19
8924.0,15.598,47.7013,2.60491,2.35683,49
24871.0,27.1032,34.536,655.04,2.67532,20
63305.0,21.1448,43.4524,2.3,2.40453,3
64611.0,61.8638,43.1858,338.56,2.34751,4
41932.0,29.7394,30.4655,1199.68,2.60491,24
41305.0,25.8194,33.5604,596.16,2.51661,19
54627.0,22.2424,39.9929,71.76,2.42416,4
21179.0,24.1044,34.8139,250.24,2.65143,27
64783.0,23.732,41.0404,441.6,2.36622,2
20779.0,19.3024,43.019,97.52,2.60491,7
13324.0,29.3866,23.1974,2.86918,2.35683,28
32029.0,21.7524,40.1622,1.84,2.53812,4
7266.0,26.2702,35.1609,1729.6,2.80151,9
14787.0,18.538,38.9401,2.68742,2.691170693069307,9
40372.0,20.9586,42.9856,121.44,2.49546,21
44887.0,122.153,-3.83804,195.04,2.18353,24
62406.0,25.8194,35.4726,566.72,2.4341,25
44153.0,122.153,-3.91901,101.2,2.21612,14
8555.0,19.371,40.8381,12.88,2.66332,7
60605.0,122.153,-4.0,323.84,2.08393,23
63029.0,21.8994,42.6516,11.96,2.37568,2
44451.0,26.5152,35.1609,279.68,2.51661,19
35584.0,88.951,44.846,0.46,2.25825,25
17452.0,18.6654,42.25,2.76,2.49546,11
43985.0,20.7528,41.2088,478.4,2.48502,25
42158.0,27.015,34.8139,195.04,2.56,23
24195.0,27.6912,30.784,187.68,2.67532,27
51495.0,23.1538,34.536,10.12,2.49546,7
21774.0,25.8782,34.2229,368.0,2.65143,19
57837.0,122.153,-3.91901,128.8,2.12114,7
52808.0,21.968,36.3707,1258.56,2.4644,26
64549.0,19.9688,48.7408,1847.36,2.44412,9
44621.0,122.153,-3.91901,48.76,2.17553,1
11993.0,16.8328,33.1409,2.59354,2.60491,13
17916.0,17.9892,42.384,8.28,2.60491,20
57859.0,122.153,-3.91901,172.96,2.06941,2
16492.0,21.7524,37.2993,32.2,2.65143,3
42207.0,26.8974,34.8834,2.69964,2.35683,28
53018.0,21.9092,39.7557,596.16,2.4644,10
58659.0,20.6646,46.0655,1552.96,2.41431,26
63810.0,20.2138,48.3517,0.46,2.33827,27
37315.0,122.153,13.8099,75.44,2.27556,27
4992.0,19.1652,42.0154,108.56,2.67532,8
8345.0,19.0672,43.5855,2.77533,2.35683,28
29656.0,122.153,-3.91901,0.46,2.20788,19
54671.0,122.153,-3.91901,57.04,2.27556,16
39325.0,24.8002,36.9559,441.6,2.56,22
60695.0,20.351,41.1078,224.48,2.39484,23
46206.0,21.0174,42.384,101.2,2.48502,25
15874.0,22.997,35.2302,1847.36,2.60491,16
60074.0,21.5172,44.3162,143.52,2.39484,2
12177.0,17.4992,31.948,1.38,2.63964,14
22424.0,20.8116,45.2753,2.3,2.59354,13
30893.0,22.6246,44.7137,60.72,2.53812,4
45642.0,24.7904,35.3687,37.72,2.53812,3
47043.0,21.4486,48.5139,1847.36,2.40453,16
31227.0,23.3498,41.7805,90.16,2.52732,22
11893.0,27.701,35.7494,426.88,2.58226,26
31711.0,21.6152,44.879,0.92,2.57108,10
50888.0,122.153,-3.91901,338.56,2.1364,4
4855.0,19.6748,42.8521,309.12,2.74963,9
25385.0,22.9284,41.8812,97.52,2.68742,9
21196.0,20.057,45.0442,1140.8,2.58226,11
53672.0,24.712,32.8257,743.36,2.48502,25
36091.0,122.153,-3.27191,4.14,2.20788,21
27167.0,22.0758,46.7869,1552.96,2.58226,13
47791.0,122.153,-3.91901,1552.96,2.24121,9
6435.0,16.5584,48.2218,3.68,2.45421,18
64317.0,19.1848,48.3517,831.68,2.44412,9
18853.0,29.073,26.68,1847.36,2.71196,25
13683.0,23.2812,33.3507,2.80151,2.35683,28
39693.0,21.8112,43.2191,43.24,2.53812,1
21651.0,26.1428,34.188,426.88,2.65143,4
58704.0,22.6148,42.25,165.6,2.40453,27
55862.0,122.153,-3.91901,60.72,2.08393,10
29967.0,25.3196,35.1609,353.28,2.61639,21
42970.0,21.2428,43.0858,0.46,2.40453,17
26683.0,24.8296,34.188,713.92,2.63964,8
30160.0,21.3604,47.799,1258.56,2.58226,13
33939.0,122.153,38.258,684.48,2.30202,10
20217.0,18.342,46.3937,0.92,2.59354,12
48244.0,122.153,-4.0,507.84,2.23278,14
40893.0,19.8316,44.2499,39.56,2.39484,17
4309.0,21.9288,37.745,2.81479,2.35683,28
21270.0,24.4768,34.536,625.6,2.65143,1
11397.0,20.547,28.1875,143.52,2.65143,19
50750.0,21.968,35.7148,1847.36,2.54901,9
37868.0,20.449,40.1961,0.92,2.50599,23
53059.0,122.153,-3.91901,0.92,2.12114,23
18097.0,23.8594,31.1727,964.16,2.65143,8
1357.0,22.7128,35.1609,1847.36,2.66332,16
48662.0,122.153,-4.0,743.36,2.15971,13
51948.0,122.153,-3.83804,264.96,2.15971,23
49190.0,122.153,-3.91901,45.08,2.20788,3
58260.0,17.8128,50.4179,7.36,2.36622,27
19046.0,23.8104,37.3336,441.6,2.45421,18
60685.0,122.153,-3.91901,60.72,2.18353,16
38065.0,19.6846,42.7519,1.84,2.41431,17
64605.0,122.153,-3.91901,250.24,2.23278,19
44487.0,122.153,43.8515,2.27556,2.35683,28
58118.0,17.2248,52.4612,0.46,2.38522,26
5660.0,19.1064,42.8521,97.52,2.62796,4
46986.0,122.153,-3.91901,53.36,2.16759,1
29724.0,23.3204,36.9559,2.71196,2.35683,28
36870.0,122.153,-3.91901,338.56,2.15971,19
55131.0,122.153,-3.91901,0.46,2.16759,17
22502.0,22.3404,41.1078,64.4,2.41431,18
12511.0,18.9692,47.8641,101.2,2.47467,26
9755.0,31.572,21.2894,338.56,2.77533,21
25889.0,22.3012,40.4328,114.08,2.58226,6
20611.0,17.9598,48.1243,2.68742,2.35683,28
40832.0,19.8512,44.3494,9.2,2.50599,7
2247.0,18.8516,42.3505,2.66332,2.35683,54
40401.0,122.153,7.74268,279.68,2.20788,25
43750.0,122.153,41.9147,2.29313,2.35683,28
43663.0,122.153,-3.91901,45.08,2.21612,3
61662.0,22.7912,37.7792,2.39484,2.3910025139664803,12
24022.0,23.7222,37.8134,478.4,2.39484,18
19534.0,21.7132,41.6461,121.44,2.63964,26
3485.0,15.9214,48.1243,0.92,2.62796,23
35392.0,122.153,43.4524,114.08,2.32,7
45585.0,19.0476,48.8056,1.38,2.47467,12
11178.0,21.38,28.2232,136.16,2.66332,21
37793.0,19.616,43.4857,2.56,2.37568,9
40956.0,20.4196,42.0824,217.12,2.49546,23
40454.0,20.8116,44.3162,114.08,2.49546,2
52652.0,20.7724,36.0948,861.12,2.37568,6
6217.0,18.0872,45.2753,121.44,2.62796,2
22559.0,22.3796,39.9929,50.6,2.62796,3
47352.0,26.4172,30.3592,566.72,2.53812,23
21349.0,23.3792,37.7792,1435.2,2.59354,6
45807.0,1.731,-3.91901,3.68,2.03397,18
23983.0,21.576,40.1284,309.12,2.60491,7
61142.0,122.153,-3.83804,68.08,1.98635,10
16130.0,21.87,36.7495,1788.48,2.65143,8
11677.0,29.9256,32.7206,1023.04,2.60491,26
2582.0,19.1652,40.0268,2.3,2.69964,24
31288.0,23.34,41.814,104.88,2.60491,25
60826.0,18.6458,45.4402,2.76,2.30202,11
57549.0,20.4,42.8521,43.24,2.42416,1
1290.0,22.2032,35.0568,382.72,2.71196,7
15427.0,25.937,27.2914,382.72,2.69964,1
51977.0,122.153,-3.91901,217.12,2.18353,24
2470.0,19.9884,38.5311,86.48,2.65143,22
25399.0,23.6438,39.3483,50.6,2.63964,3
13773.0,23.4968,31.6664,143.52,2.71196,24
14884.0,16.3526,44.1504,0.92,2.53812,16
45722.0,122.153,-3.91901,802.24,2.19159,10
11508.0,20.0472,28.7948,90.16,2.65143,22
25986.0,22.4776,40.3652,101.2,2.58226,4
44833.0,122.153,-3.91901,114.08,2.14412,21
42902.0,122.153,-4.0,1081.92,2.19159,11
10788.0,20.7528,31.8776,104.88,2.67532,8
7200.0,22.311,41.7805,890.56,2.63964,6
30545.0,22.4482,46.3609,338.56,2.58226,2
22399.0,22.6148,40.1961,101.2,2.62796,7
27139.0,22.2816,44.084,684.48,2.61639,1
20596.0,19.4984,43.1191,195.04,2.59354,23
26688.0,33.5222,23.4896,655.04,2.69964,21
34419.0,90.6366,39.586,507.84,2.33827,26
49799.0,122.153,-3.91901,0.46,2.14412,12
37116.0,21.6348,41.2425,5.98,2.51661,10
29044.0,22.556,34.536,0.46,2.60491,25
36421.0,122.153,32.8608,264.96,2.22442,2
10267.0,30.2392,19.292,1199.68,2.78836,24
39651.0,23.2518,40.9055,217.12,2.52732,23
7888.0,21.6348,42.384,136.16,2.67532,13
18487.0,29.171,25.1627,684.48,2.7244,22
30550.0,22.8598,45.3413,478.4,2.60491,20
50334.0,122.153,-3.91901,4.6,2.15188,27
2944.0,18.9692,39.0763,101.2,2.67532,7
5335.0,19.1946,42.7185,128.8,2.65143,2
25461.0,22.6148,42.183,60.72,2.60491,10
15214.0,30.2196,20.9207,338.56,2.7244,21
65138.0,23.193,44.4157,217.12,2.36622,2
7389.0,33.924,23.0511,158.24,2.81479,21
53375.0,21.0174,42.5513,382.72,2.36622,19
59382.0,122.153,-4.0,1847.36,2.18353,9
17018.0,20.9194,38.9401,128.8,2.61639,2
62799.0,22.4188,42.7853,0.92,2.41431,24
13118.0,28.73,24.364,294.4,2.74963,26
495.0,16.9798,40.3652,2.76,2.48502,18
20461.0,18.146,47.8641,2.69964,2.35683,28
41206.0,20.8802,44.1172,772.8,2.49546,13
19805.0,20.8018,41.0404,48.76,2.62796,1
50273.0,122.153,-4.0,0.92,2.09127,11
31937.0,21.0468,43.519,0.92,2.57108,10
27175.0,22.654,44.6475,772.8,2.50599,17
62398.0,22.8696,44.1836,625.6,2.38522,11
3323.0,15.696,48.838,2.74963,2.35683,28
2.0,22.017,34.3273,772.8,2.45421,22
40523.0,122.153,-3.91901,75.44,2.12114,18
24607.0,26.1036,35.7839,1847.36,2.7244,9
5595.0,16.7936,47.6687,2.63964,2.35683,54
4954.0,19.518,41.3435,114.08,2.62796,6
37379.0,20.792,42.317,0.92,2.51661,10
25903.0,22.3012,40.3314,101.2,2.60491,7
42143.0,122.153,-3.91901,235.52,2.19159,24
46755.0,20.7528,41.9818,150.88,2.47467,25
40024.0,21.7524,41.9818,101.2,2.52732,25
53190.0,122.153,114.894,2.20788,2.35683,28
46663.0,20.8312,42.8855,43.24,2.45421,19
21803.0,24.9472,36.8183,1847.36,2.7244,9
18141.0,24.7512,30.8901,1729.6,2.73696,9
27493.0,21.9288,46.0655,625.6,2.59354,10
2083.0,21.135,38.7357,114.08,2.71196,26
58032.0,122.153,-3.91901,172.96,2.05509,2
12078.0,18.195,30.182,0.46,2.63964,27
27101.0,23.1048,43.4524,684.48,2.51661,17
40597.0,122.153,-3.91901,60.72,2.21612,10
24317.0,23.977,40.0268,655.04,2.62796,10
27377.0,27.0248,34.536,1788.48,2.65143,26
35556.0,122.153,36.1983,9.2,2.27556,26
64079.0,18.9692,48.7732,24.84,2.25825,22
32017.0,122.153,-3.91901,0.46,2.29313,18
43702.0,18.5968,47.1467,2.47467,2.35683,49
34601.0,122.153,34.0487,566.72,2.27556,13
20276.0,18.489,46.9178,17.48,2.54901,16
55866.0,23.8006,38.8039,2.57108,2.35683,28
52391.0,122.153,-3.91901,0.92,2.29313,16
60145.0,21.723,43.3191,150.88,2.37568,21
58466.0,20.4392,44.5151,264.96,2.4341,14
51192.0,24.6924,33.3158,75.44,2.50599,27
19822.0,21.3212,41.1078,101.2,2.59354,4
44546.0,27.407,34.188,353.28,2.54901,21
44764.0,23.8888,46.8197,1376.32,2.50599,11
50717.0,21.8112,35.5072,294.4,2.50599,14
32222.0,18.9104,53.3795,2.40453,2.35683,28
45165.0,20.988,50.0322,128.8,2.47467,4
65412.0,21.5466,48.4815,97.52,2.38522,14
32241.0,90.911,46.4921,235.52,2.32,23
9331.0,18.0088,41.5116,18.4,2.59354,6
37890.0,20.3314,41.7805,0.92,2.49546,2
36714.0,122.153,114.894,75.44,2.18353,18
39178.0,122.153,-3.91901,426.88,2.15188,18
29523.0,20.9194,39.9591,114.08,2.57108,10
46874.0,20.1256,49.0645,596.16,2.45421,11
34538.0,122.153,30.6779,684.48,2.27556,13
11762.0,18.9692,28.6877,3.68,2.63964,21
16714.0,21.184,38.5311,104.88,2.63964,7
55904.0,21.674,44.7798,165.6,2.4341,23
30329.0,21.968,55.8261,0.46,2.31097,26
21571.0,24.4768,37.2993,1847.36,2.71196,9
1778.0,22.3502,35.1609,1435.2,2.78836,9
18846.0,22.2424,39.1443,920.0,2.62796,12
51953.0,22.8108,33.0709,1.38,2.49546,3
14347.0,20.8312,36.6807,128.8,2.62796,2
22334.0,23.1832,39.8235,101.2,2.60491,4
48001.0,122.153,-3.91901,368.0,2.18353,1
12886.0,30.4254,19.292,82.8,2.74963,23
23894.0,20.1648,43.1858,1494.08,2.65143,9
59504.0,21.478,46.2953,279.68,2.42416,26
46698.0,21.4878,40.9392,209.76,2.47467,23
46378.0,122.153,-3.91901,50.6,2.18353,1
17508.0,19.2044,38.9401,1.38,2.61639,25
340.0,16.7152,44.5151,2.3,2.56,11
47385.0,22.556,38.0871,772.8,2.36622,17
7870.0,21.7622,42.1495,136.16,2.67532,13
20216.0,19.6062,43.1191,75.44,2.59354,19
61173.0,19.3808,39.4842,97.52,2.35683,27
17710.0,16.9406,44.2499,0.46,2.59354,12
45467.0,21.3016,46.5905,48.76,2.50599,12
9280.0,15.7548,47.6035,2.7244,2.35683,28
64405.0,18.9594,48.5788,250.24,2.33827,25
57240.0,21.4976,42.9189,32.2,2.41431,27
29505.0,21.1742,37.745,23.0,2.59354,1
2928.0,17.5776,43.6521,0.92,2.67532,20
6982.0,26.5936,31.3139,353.28,2.73696,22
52090.0,22.2228,33.4905,1.38,2.39484,6
38044.0,18.4008,45.572,2.49546,2.35683,49
24174.0,24.4376,36.5774,478.4,2.63964,3
49511.0,122.153,-3.91901,10.12,2.1997,7
53245.0,22.556,40.568,1847.36,2.44412,11
17056.0,21.0468,36.7151,104.88,2.62796,21
28592.0,22.6344,38.0529,57.04,2.59354,10
63459.0,21.2428,46.5249,0.92,2.36622,23
1739.0,22.3992,34.9875,1670.72,2.71196,8
28487.0,54.0238,26.608,136.16,2.36622,18
40618.0,122.153,-3.91901,93.84,2.20788,23
44557.0,29.8374,30.1111,1847.36,2.58226,25
7126.0,25.7018,35.9912,353.28,2.73696,20
20773.0,17.4208,49.3554,2.67532,2.35683,28
45626.0,16.9308,54.4188,2.57108,2.35683,28
13433.0,22.6638,34.8139,143.52,2.65143,4
50512.0,22.1052,34.536,338.56,2.47467,23
24770.0,26.3878,35.3341,802.24,2.62796,6
53607.0,122.153,-3.91901,143.52,2.07664,22
11389.0,19.9786,31.3491,114.08,2.62796,26
32231.0,22.1836,35.4726,0.46,2.59354,20
60241.0,105.376,41.4108,13.8,2.29313,6
25827.0,22.6344,39.7896,143.52,2.62796,24
14573.0,19.3612,37.265,0.92,2.63964,1
55545.0,20.4784,44.2168,71.76,2.41431,27
43345.0,19.8316,44.7798,2.49546,2.35683,49
31364.0,22.5756,44.084,64.4,2.54901,4
14180.0,20.5176,37.2307,2.76242,2.35683,28
50465.0,1.5742,-1.01833,12.88,1.97973,6
2911.0,17.803,42.25,0.46,2.68742,14
20601.0,18.7732,44.2831,90.16,2.60491,25
34215.0,31.768,35.438,1847.36,2.33827,25
12848.0,22.017,32.0183,412.16,2.61639,6
6343.0,17.901,45.3083,97.52,2.65143,7
21773.0,27.9362,31.208,1317.44,2.69964,26
39569.0,22.9382,41.9818,79.12,2.51661,19
44281.0,122.153,-3.91901,10.12,2.1997,7
57842.0,19.7238,44.7798,2.3,2.42416,3
1188.0,22.6344,34.2577,1847.36,2.66332,16
50883.0,22.4776,34.536,353.28,2.48502,24
38871.0,22.1346,43.7186,1140.8,2.48502,6
33657.0,41.4014,41.0067,566.72,2.30202,25
27883.0,22.0268,41.4444,2.71196,2.35683,28
20086.0,20.302,41.4444,46.92,2.62796,1
8213.0,20.3314,41.2425,114.08,2.67532,14
51134.0,23.4184,34.536,43.24,2.49546,1
37224.0,21.184,41.9818,1.38,2.59354,9
37119.0,21.6152,41.3771,4.6,2.51661,13
38996.0,26.133,34.1184,743.36,2.56,22
61648.0,26.2212,30.3947,441.6,2.45421,1
25614.0,23.6438,38.8039,202.4,2.61639,23
1380.0,21.6936,36.7495,382.72,2.73696,14
26322.0,21.527,40.4328,101.2,2.60491,7
28036.0,24.5258,36.9559,121.44,2.62796,26
36099.0,22.0856,37.265,1847.36,2.4644,16
38584.0,122.153,-3.91901,441.6,2.15971,18
46836.0,29.3866,28.7948,1258.56,2.56,22
936.0,23.095,29.5072,1140.8,2.73696,24
48307.0,122.153,-3.91901,294.4,2.20788,27
56511.0,122.153,-3.91901,1847.36,2.16759,9
15491.0,24.4768,29.685,1847.36,2.74963,9
44850.0,122.153,47.212,2.25825,2.35683,28
5222.0,18.7438,42.5178,128.8,2.67532,24
60488.0,122.153,38.0529,13.8,2.28431,6
48612.0,122.153,-4.0,478.4,2.1997,23
54188.0,22.2228,40.6018,1.38,2.52732,9
45856.0,20.7332,45.3083,45.08,2.4644,19
63328.0,20.6842,46.5249,0.46,2.36622,27
34903.0,122.153,40.8381,32.2,2.32,14
52134.0,122.153,-3.91901,136.16,2.1364,2
50715.0,122.153,-3.91901,507.84,2.15188,10
53009.0,122.153,-3.91901,0.46,2.12114,27
49915.0,1.731,-2.14292,13.8,2.00649,6
5843.0,17.6168,46.9832,15.64,2.65143,20
61904.0,24.9276,37.9503,1494.08,2.35683,13
13094.0,22.9676,33.2808,195.04,2.65143,2
39852.0,22.5952,41.5789,82.8,2.50599,19
18437.0,33.8652,19.8855,294.4,2.74963,21
46655.0,19.175,47.4079,0.92,2.4644,12
31617.0,22.5756,43.5522,2.69964,2.35683,28
65323.0,21.8308,46.2953,158.24,2.33827,22
64757.0,27.5344,32.7907,2.4341,2.35683,30
57038.0,20.89,47.1467,1.38,2.50599,9
63933.0,19.126,48.7732,0.92,2.19159,22
40430.0,20.8508,44.1836,64.4,2.47467,4
32870.0,32.307,49.678,11.96,2.27556,2
14257.0,21.3212,35.2648,101.2,2.62796,4
666.0,16.5486,40.9055,3.68,2.47467,18
59335.0,23.8986,40.2299,2.56,2.35683,28
33228.0,44.263,49.678,2.3,2.28431,1
39408.0,22.311,43.4191,235.52,2.51661,19
37057.0,24.7022,39.9929,2.41431,2.35683,28
34207.0,122.153,24.2185,294.4,2.26687,21
19912.0,20.4,41.7805,136.16,2.62796,24
37542.0,20.351,42.4174,2.54901,2.32,14
