@RELATION HYPERPLANE_Abrupt_Simple

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.842227,0.403504,0.923846,0.732949,0.421646,0.788154,0.635023,0.502469,0.634237,0.547553,0
0.112248,0.789564,0.108363,0.534959,0.039023,0.184653,0.915988,0.386372,0.903911,0.386830,1
0.801007,0.718809,0.227499,0.004804,0.784445,0.289417,0.919581,0.462709,0.461829,0.598483,1
0.749167,0.062081,0.203820,0.058241,0.308011,0.907650,0.000452,0.280704,0.889977,0.800934,0
0.895834,0.542860,0.572444,0.833257,0.258772,0.755453,0.426250,0.756487,0.876909,0.447502,0
0.629800,0.574817,0.037710,0.398435,0.295069,0.448899,0.750477,0.988347,0.933820,0.815157,1
0.572151,0.222276,0.318102,0.557344,0.273657,0.898138,0.518025,0.448070,0.017314,0.897108,0
0.155981,0.259661,0.045488,0.774608,0.296465,0.967017,0.146263,0.876825,0.331553,0.861152,1
0.871045,0.903807,0.267887,0.199581,0.046037,0.947382,0.282322,0.545558,0.842965,0.393999,0
0.811478,0.200800,0.218497,0.936184,0.931108,0.811343,0.714774,0.128260,0.143101,0.079966,0
0.749309,0.044532,0.696642,0.471454,0.434397,0.686006,0.835027,0.144613,0.079934,0.863927,0
0.062968,0.599168,0.745466,0.828833,0.690953,0.605097,0.785685,0.791263,0.579531,0.692761,1
0.955334,0.239212,0.978339,0.905298,0.713303,0.571632,0.218074,0.524643,0.821658,0.609281,0
0.266874,0.573853,0.716364,0.618424,0.819109,0.752979,0.441347,0.282360,0.418670,0.052662,1
0.100369,0.925755,0.213641,0.982409,0.945997,0.183645,0.151718,0.744443,0.892579,0.362622,1
0.574242,0.239653,0.429659,0.575788,0.291228,0.307096,0.225640,0.535376,0.723673,0.043499,0
0.281707,0.867393,0.862739,0.235282,0.899067,0.192498,0.345484,0.774170,0.024836,0.197735,1
0.036768,0.748696,0.092443,0.848965,0.848747,0.077886,0.911955,0.483094,0.865826,0.901631,1
0.067889,0.715254,0.799456,0.299493,0.553412,0.087467,0.785539,0.367218,0.491007,0.318361,1
0.302036,0.900320,0.258632,0.775254,0.174872,0.390886,0.658614,0.392072,0.804590,0.708788,1
0.785827,0.860659,0.872500,0.209703,0.935132,0.817989,0.984429,0.937216,0.950054,0.526396,1
0.184189,0.474622,0.788691,0.569722,0.555620,0.858053,0.204361,0.994020,0.462532,0.831527,1
0.553759,0.269485,0.409653,0.741014,0.563165,0.155445,0.916057,0.952789,0.906223,0.639473,1
0.870405,0.352056,0.908858,0.783806,0.782155,0.029295,0.560384,0.894066,0.068428,0.628098,0
0.302431,0.078397,0.164345,0.859106,0.096247,0.592881,0.030539,0.000596,0.969818,0.733329,0
0.994527,0.390142,0.968842,0.202691,0.958988,0.615941,0.718998,0.115529,0.696936,0.879009,0
0.668656,0.491712,0.526962,0.861485,0.098440,0.531618,0.403895,0.795304,0.992745,0.192436,0
0.716624,0.159933,0.624095,0.572632,0.409003,0.976399,0.431856,0.849171,0.719883,0.005322,0
0.880784,0.820551,0.180935,0.930846,0.222911,0.245664,0.449022,0.292937,0.257419,0.936425,0
0.699517,0.190691,0.456156,0.905683,0.170647,0.566033,0.167124,0.960759,0.905848,0.970023,0
0.754754,0.015121,0.778775,0.579895,0.320071,0.555242,0.244388,0.837572,0.769749,0.147701,0
0.541749,0.310924,0.155105,0.282053,0.575275,0.595849,0.048880,0.075988,0.275656,0.908504,0
0.838800,0.232003,0.981215,0.428849,0.592024,0.154375,0.891161,0.726738,0.139686,0.358171,0
0.416498,0.953110,0.111828,0.562532,0.178357,0.637106,0.298767,0.407955,0.280611,0.211262,0
0.498474,0.809826,0.378034,0.016664,0.374685,0.007810,0.059296,0.440896,0.845689,0.723603,1
0.915835,0.338187,0.962587,0.504881,0.464610,0.884177,0.159596,0.733716,0.599214,0.588490,0
0.196836,0.438575,0.954098,0.139821,0.742340,0.645095,0.435895,0.640582,0.801137,0.993469,1
0.925500,0.214600,0.631072,0.059534,0.609061,0.964746,0.762230,0.249080,0.364592,0.912840,1
0.437188,0.522007,0.432936,0.151285,0.642564,0.777225,0.927512,0.126600,0.367944,0.218216,1
0.803771,0.081257,0.626042,0.247722,0.190511,0.152740,0.055322,0.493945,0.995772,0.846627,0
0.224389,0.915146,0.405537,0.790403,0.798796,0.942878,0.111418,0.971132,0.551111,0.230743,1
0.067392,0.576726,0.818182,0.216002,0.338131,0.873126,0.045993,0.207798,0.542186,0.294784,1
0.820906,0.630518,0.826139,0.725633,0.274818,0.509423,0.820030,0.974514,0.802556,0.760867,1
0.053526,0.003212,0.457396,0.897044,0.635656,0.923652,0.712845,0.987227,0.026487,0.645944,1
0.933155,0.392121,0.502449,0.070653,0.344243,0.568169,0.694638,0.868346,0.475050,0.231355,0
0.689800,0.891446,0.294468,0.805002,0.850055,0.801570,0.113299,0.916711,0.040456,0.901324,1
0.171587,0.333804,0.019468,0.075852,0.153390,0.172856,0.160415,0.358524,0.102169,0.944107,0
0.180899,0.378474,0.773901,0.601360,0.827282,0.892500,0.977231,0.504569,0.395081,0.402988,1
0.241809,0.304922,0.676444,0.526028,0.160119,0.486046,0.420231,0.860459,0.551492,0.034141,0
0.135724,0.202928,0.893306,0.383238,0.466504,0.229337,0.654458,0.263327,0.332360,0.377994,0
0.477510,0.330356,0.076267,0.111356,0.071023,0.971356,0.969947,0.206244,0.077443,0.517382,0
0.841238,0.717867,0.937109,0.495600,0.957880,0.844766,0.043318,0.672542,0.221453,0.936641,1
0.350256,0.521621,0.805974,0.867611,0.206792,0.942296,0.068978,0.821507,0.104196,0.577920,0
0.582600,0.495768,0.594355,0.692342,0.471127,0.324846,0.063306,0.296609,0.196724,0.704552,0
0.871996,0.163837,0.924603,0.691992,0.733985,0.143181,0.163366,0.831963,0.230197,0.154884,0
0.038707,0.572859,0.142928,0.587956,0.146855,0.693991,0.115219,0.377064,0.880468,0.247968,1
0.464771,0.905375,0.491592,0.606972,0.025399,0.804070,0.085704,0.640814,0.568295,0.832850,1
0.406335,0.848887,0.726173,0.203802,0.101130,0.388243,0.442695,0.466482,0.915550,0.867603,1
0.661924,0.209445,0.591603,0.622299,0.879285,0.152460,0.306718,0.965933,0.491426,0.640962,1
0.178770,0.352013,0.930486,0.267750,0.498688,0.437275,0.178548,0.335085,0.844176,0.143500,1
0.508596,0.467747,0.916657,0.641890,0.073122,0.295984,0.196376,0.950607,0.685608,0.049198,0
0.457090,0.423370,0.422095,0.292757,0.215297,0.024149,0.647833,0.594820,0.103386,0.733490,0
0.741488,0.101223,0.425907,0.275731,0.508326,0.874304,0.290522,0.097491,0.013069,0.838303,0
0.512351,0.851798,0.295055,0.596481,0.901155,0.341177,0.932324,0.404016,0.530646,0.859269,1
0.889100,0.481185,0.437671,0.944857,0.049327,0.846536,0.374138,0.021691,0.457189,0.451211,0
0.654703,0.027065,0.412537,0.860342,0.563516,0.483982,0.404818,0.454896,0.228932,0.744585,0
0.691966,0.281101,0.583091,0.844586,0.499981,0.488966,0.019968,0.080684,0.434015,0.938569,0
0.650789,0.715681,0.628064,0.668047,0.814999,0.434230,0.674336,0.744661,0.269968,0.141779,0
0.162086,0.829520,0.782619,0.893068,0.840646,0.405926,0.013757,0.884527,0.781069,0.956347,1
0.241206,0.314456,0.355008,0.106209,0.162831,0.416697,0.051746,0.747128,0.223432,0.027910,0
0.150609,0.143762,0.665033,0.260816,0.410626,0.022083,0.441860,0.524620,0.426586,0.179398,0
0.846382,0.285998,0.343717,0.176587,0.041992,0.469625,0.962353,0.768236,0.123049,0.762149,0
0.678882,0.638358,0.466054,0.700219,0.002703,0.125788,0.971303,0.807860,0.248424,0.979124,0
0.024870,0.645790,0.693823,0.697280,0.418375,0.729100,0.312800,0.464746,0.393800,0.298030,1
0.172380,0.777168,0.617415,0.672884,0.603402,0.372550,0.809761,0.763563,0.653373,0.570260,1
0.614789,0.636970,0.910015,0.095713,0.017796,0.870266,0.963417,0.319342,0.951930,0.958422,1
0.706556,0.365566,0.659442,0.939753,0.586356,0.228485,0.729514,0.805986,0.972290,0.369182,0
0.718829,0.693283,0.877494,0.674033,0.879640,0.454228,0.628148,0.381414,0.677008,0.432789,1
0.116453,0.780538,0.378590,0.664786,0.643179,0.413350,0.797760,0.809582,0.299126,0.625969,1
0.001385,0.715090,0.190359,0.474067,0.357522,0.553241,0.238567,0.801354,0.725422,0.924964,1
0.951926,0.414921,0.640759,0.368258,0.778356,0.542282,0.990784,0.034589,0.538606,0.359312,0
0.439378,0.193133,0.090842,0.643183,0.300765,0.987068,0.579222,0.829572,0.235373,0.572756,0
0.224518,0.465618,0.569545,0.488056,0.902623,0.632109,0.424145,0.855433,0.002770,0.963885,1
0.738406,0.704856,0.771217,0.544876,0.205485,0.142576,0.698656,0.985016,0.041460,0.916651,0
0.682252,0.256163,0.958978,0.149045,0.119610,0.200131,0.755102,0.312205,0.742811,0.331858,0
0.519073,0.731926,0.058450,0.392312,0.554654,0.489851,0.166642,0.268439,0.090819,0.062452,0
0.639405,0.853287,0.435478,0.921872,0.604815,0.749844,0.507758,0.210107,0.745497,0.496871,1
0.414065,0.850311,0.550415,0.488337,0.818427,0.409632,0.960422,0.781396,0.819564,0.802669,1
0.364773,0.441676,0.379818,0.904090,0.696681,0.110032,0.515173,0.630546,0.455188,0.572695,1
0.813185,0.238356,0.500596,0.661020,0.165070,0.616026,0.795398,0.053024,0.013244,0.232585,0
0.111236,0.778014,0.021132,0.939541,0.487588,0.820160,0.089945,0.545492,0.091219,0.139614,1
0.031420,0.182963,0.334482,0.574371,0.669306,0.751333,0.637325,0.423568,0.105257,0.005828,1
0.038067,0.873932,0.583329,0.249412,0.615481,0.354239,0.086809,0.049675,0.605685,0.676970,1
0.580326,0.089741,0.827939,0.140415,0.889394,0.246904,0.816710,0.785081,0.946211,0.498839,1
0.847500,0.038714,0.736069,0.308170,0.399473,0.256975,0.691329,0.186273,0.861940,0.595727,0
0.087695,0.664013,0.972878,0.007307,0.008156,0.551422,0.442270,0.100581,0.047891,0.340358,0
0.407298,0.436719,0.917976,0.864406,0.209089,0.201411,0.072171,0.914646,0.134522,0.817069,0
0.074912,0.725272,0.091423,0.014420,0.402195,0.974339,0.870746,0.609308,0.218963,0.740627,1
0.866646,0.322193,0.233770,0.426944,0.636005,0.434735,0.246041,0.669565,0.124344,0.349053,0
0.047144,0.886427,0.411808,0.276814,0.649065,0.887786,0.923378,0.456267,0.282802,0.954584,1
0.004909,0.770845,0.987080,0.136755,0.870138,0.589834,0.634707,0.414305,0.087492,0.216894,1
0.911398,0.740510,0.952307,0.450913,0.245072,0.445355,0.907442,0.394700,0.196801,0.742150,0
0.501184,0.867629,0.456581,0.043087,0.534199,0.771434,0.948742,0.084409,0.764521,0.784440,1
0.891422,0.277989,0.439118,0.717050,0.075314,0.315766,0.294249,0.017386,0.366231,0.286290,0
0.317256,0.285301,0.127581,0.325313,0.952227,0.539059,0.933947,0.031245,0.127438,0.920787,1
0.049012,0.193623,0.010643,0.419145,0.446119,0.358523,0.043905,0.570857,0.019411,0.406485,1
0.753208,0.456602,0.352779,0.524749,0.045478,0.655245,0.720300,0.264166,0.488013,0.712303,0
0.994062,0.784825,0.466742,0.183795,0.105921,0.014763,0.751617,0.868963,0.203959,0.308337,0
0.437663,0.180500,0.801053,0.676251,0.285558,0.045177,0.710993,0.702941,0.326386,0.966682,1
0.388253,0.666521,0.004306,0.628430,0.651133,0.211843,0.852936,0.578709,0.759908,0.363631,1
0.056539,0.322846,0.263044,0.826007,0.505448,0.068736,0.661726,0.490785,0.059618,0.896050,1
0.434943,0.056762,0.389324,0.997335,0.299806,0.255820,0.993300,0.677431,0.040057,0.255011,0
0.359209,0.362217,0.023158,0.430599,0.944167,0.260721,0.234021,0.875268,0.621882,0.980271,1
0.627071,0.238569,0.104292,0.680851,0.410231,0.133962,0.560991,0.673804,0.360628,0.836476,0
0.372097,0.696730,0.439551,0.471556,0.013796,0.376277,0.309480,0.824238,0.600148,0.334029,0
0.900686,0.481339,0.401699,0.664975,0.698366,0.118206,0.323519,0.801394,0.581353,0.775473,0
0.433604,0.096444,0.657959,0.675475,0.832412,0.348067,0.765519,0.370865,0.497946,0.670439,1
0.272624,0.509596,0.575028,0.542757,0.044308,0.198765,0.512542,0.895550,0.836987,0.497714,1
0.776858,0.038136,0.163407,0.484888,0.029886,0.428098,0.203211,0.645304,0.330055,0.340747,0
0.224954,0.015833,0.189412,0.360550,0.155717,0.122602,0.068529,0.943473,0.631417,0.854314,1
0.723091,0.892289,0.401646,0.751597,0.649867,0.232742,0.094268,0.034359,0.625402,0.517034,0
0.757011,0.653926,0.903393,0.947507,0.627603,0.762379,0.316095,0.166014,0.979359,0.913212,1
0.573072,0.471393,0.313393,0.600979,0.104885,0.452838,0.594937,0.298742,0.605137,0.566015,0
0.928920,0.009786,0.068211,0.462305,0.476338,0.429097,0.264051,0.540228,0.323969,0.328300,0
0.819503,0.314573,0.344161,0.200859,0.375794,0.251005,0.210132,0.585979,0.767081,0.527336,0
0.219349,0.443405,0.971002,0.073171,0.947520,0.960909,0.537709,0.692806,0.075103,0.202503,1
0.055299,0.800357,0.306633,0.941937,0.288760,0.959835,0.177599,0.919036,0.816498,0.878924,1
0.230617,0.045039,0.785330,0.720758,0.596199,0.616400,0.222968,0.529086,0.719028,0.317636,1
0.541945,0.567607,0.270663,0.493155,0.813222,0.662074,0.099057,0.065840,0.666280,0.907284,1
0.573877,0.528802,0.558165,0.605865,0.994055,0.135421,0.407567,0.087854,0.835096,0.957079,1
0.701404,0.300117,0.522870,0.427043,0.118691,0.847850,0.958654,0.592495,0.995638,0.370982,0
0.503353,0.760916,0.388415,0.046147,0.359018,0.684256,0.176214,0.030126,0.003697,0.065459,0
0.044201,0.148557,0.144430,0.731527,0.777854,0.841807,0.031214,0.073610,0.163109,0.887732,1
0.470587,0.606151,0.440827,0.999372,0.832649,0.614536,0.440398,0.096973,0.484050,0.435148,1
0.872998,0.603127,0.533643,0.505604,0.566889,0.186370,0.418568,0.855431,0.882948,0.587487,0
0.129956,0.356726,0.646143,0.997310,0.424957,0.256184,0.265838,0.748196,0.427985,0.459819,1
0.199424,0.364546,0.147093,0.915087,0.835726,0.778266,0.771361,0.972775,0.620795,0.563721,1
0.652319,0.075831,0.487877,0.154357,0.227003,0.535650,0.179140,0.394224,0.052562,0.056910,0
0.625761,0.241701,0.976432,0.107227,0.942129,0.078261,0.771622,0.936977,0.567225,0.031609,0
0.898822,0.727784,0.212252,0.769400,0.429020,0.622329,0.737238,0.143527,0.574124,0.403225,1
0.951383,0.899366,0.471740,0.300428,0.122991,0.475995,0.342160,0.840472,0.294688,0.656431,0
0.712295,0.111764,0.001276,0.409310,0.572847,0.099545,0.200700,0.045038,0.945185,0.844982,0
0.353830,0.993430,0.063842,0.083068,0.995404,0.650023,0.379430,0.998971,0.482725,0.747303,1
0.416769,0.715072,0.634605,0.059665,0.754877,0.814898,0.259681,0.632164,0.928162,0.159229,1
0.188495,0.214303,0.553104,0.196065,0.152747,0.394283,0.653882,0.983716,0.032386,0.657865,1
0.081127,0.220585,0.295544,0.056368,0.930045,0.913882,0.933531,0.052902,0.081525,0.965301,1
0.906214,0.945168,0.323872,0.301095,0.850321,0.018454,0.209759,0.900336,0.591771,0.520830,1
0.521985,0.902302,0.355419,0.909190,0.697829,0.459730,0.000743,0.362248,0.247953,0.411087,1
0.574460,0.644552,0.037281,0.647833,0.948577,0.854287,0.384395,0.649536,0.705559,0.066791,1
0.752945,0.226560,0.560658,0.836937,0.767869,0.686500,0.114312,0.403133,0.395569,0.514988,0
0.903243,0.503127,0.517750,0.479753,0.836568,0.765738,0.332118,0.241287,0.169629,0.946420,0
0.691622,0.432952,0.808992,0.872959,0.470366,0.751543,0.461532,0.077509,0.260429,0.481515,0
0.219553,0.733103,0.481350,0.773232,0.405684,0.667121,0.082083,0.562819,0.598801,0.983143,1
0.872926,0.277527,0.891817,0.162668,0.161569,0.356785,0.012860,0.286868,0.757699,0.946158,0
0.987601,0.037182,0.452024,0.893155,0.957831,0.867678,0.981473,0.549459,0.185463,0.838132,0
0.253053,0.128905,0.036696,0.690878,0.453267,0.277291,0.965233,0.706570,0.563674,0.320405,1
0.488888,0.869809,0.792089,0.930915,0.725225,0.575558,0.543935,0.339427,0.712530,0.181403,1
0.426065,0.477267,0.620110,0.699000,0.715011,0.565848,0.267207,0.938310,0.143017,0.462152,1
0.044308,0.874385,0.127715,0.712381,0.229305,0.833619,0.962985,0.511440,0.099385,0.621141,1
0.513513,0.242557,0.099231,0.087713,0.292267,0.220424,0.044129,0.563106,0.731531,0.381608,0
0.793256,0.872933,0.414803,0.509546,0.862042,0.096128,0.666589,0.482734,0.967868,0.601821,1
0.222596,0.984657,0.575747,0.865764,0.567769,0.404077,0.930901,0.883673,0.692517,0.394123,1
0.634620,0.275066,0.611759,0.154861,0.915403,0.358862,0.882881,0.371567,0.616394,0.688327,1
0.990124,0.770680,0.189101,0.070824,0.418401,0.500510,0.212295,0.144292,0.200277,0.916312,0
0.396811,0.721573,0.265661,0.442379,0.007852,0.269244,0.477524,0.368018,0.707976,0.772043,0
0.782578,0.740977,0.203822,0.577655,0.244229,0.574747,0.257283,0.643146,0.316592,0.640483,0
0.525418,0.658956,0.106263,0.029280,0.027576,0.259516,0.345725,0.859766,0.488418,0.068334,1
0.233999,0.025207,0.364462,0.208424,0.642440,0.927890,0.902422,0.817299,0.466468,0.035252,1
0.618081,0.768642,0.083593,0.599119,0.251897,0.843470,0.577221,0.763066,0.460459,0.278176,0
0.962936,0.128308,0.219203,0.460926,0.957312,0.866233,0.703532,0.883513,0.324072,0.061552,0
0.658983,0.241892,0.121820,0.820588,0.760876,0.093378,0.321009,0.959078,0.672635,0.524872,1
0.908009,0.395469,0.146023,0.749013,0.244210,0.679235,0.969577,0.237337,0.816779,0.422544,0
0.772838,0.508332,0.157274,0.728411,0.361652,0.893661,0.181906,0.178374,0.317842,0.582169,0
0.991793,0.875387,0.429972,0.753149,0.502117,0.880784,0.055427,0.609408,0.406603,0.440336,0
0.939469,0.490678,0.793524,0.307881,0.597733,0.083595,0.586276,0.046408,0.656213,0.210104,0
0.688781,0.845733,0.021950,0.345161,0.028511,0.418703,0.208512,0.039127,0.325586,0.350104,0
0.447825,0.841514,0.615597,0.895898,0.228621,0.875387,0.144993,0.037612,0.308020,0.365789,0
0.796379,0.420500,0.429253,0.049911,0.044026,0.300794,0.657073,0.383867,0.193784,0.193678,0
0.570455,0.329298,0.988965,0.226024,0.951628,0.412290,0.817986,0.508568,0.879471,0.426966,1
0.011636,0.258655,0.367594,0.727863,0.611308,0.704093,0.604060,0.488052,0.727921,0.938463,1
0.267908,0.105922,0.680171,0.599377,0.606099,0.312897,0.499923,0.983977,0.471808,0.793600,1
0.726686,0.057859,0.384082,0.284995,0.158222,0.697073,0.336913,0.070258,0.776769,0.847364,0
0.275510,0.579361,0.723099,0.652296,0.359171,0.752612,0.428049,0.843927,0.736597,0.951218,1
0.450295,0.988998,0.481208,0.897918,0.814428,0.900099,0.823981,0.871312,0.925314,0.664506,1
0.283449,0.965373,0.941958,0.878290,0.288264,0.759909,0.204252,0.298442,0.372209,0.448834,1
0.959876,0.470307,0.666281,0.630544,0.933639,0.695406,0.364407,0.172667,0.591904,0.043227,0
0.992562,0.134598,0.884734,0.764916,0.761263,0.670852,0.791657,0.568234,0.780017,0.339425,0
0.925029,0.402425,0.552813,0.125272,0.987689,0.062972,0.947593,0.500849,0.719687,0.890407,1
0.487982,0.857574,0.321588,0.676859,0.619457,0.648291,0.365699,0.624053,0.335267,0.421937,1
