@RELATION STAGGER_Abrupt_Chain_Noise

@ATTRIBUTE size NUMERIC
@ATTRIBUTE color NUMERIC
@ATTRIBUTE shape NUMERIC
@ATTRIBUTE class {0,1}

@DATA
2.000000,-0.058609,0.000000,0
1.000000,2.086870,0.000000,0
1.000000,0.144822,1.000000,0
2.000000,-0.066778,1.000000,0
1.000000,0.026474,1.000000,0
2.000000,0.864424,2.000000,0
2.000000,0.042180,1.000000,0
2.000000,1.941860,0.000000,0
2.000000,0.114606,2.000000,0
0.000000,2.189584,0.000000,0
2.000000,0.002269,1.000000,0
1.000000,2.036035,1.000000,0
1.000000,0.882910,2.000000,0
1.000000,2.033619,0.000000,0
2.000000,1.965003,0.000000,0
1.000000,0.055289,0.000000,0
1.000000,1.801920,2.000000,0
2.000000,0.937821,1.000000,0
0.000000,1.973948,1.000000,0
2.000000,-0.325074,1.000000,0
1.000000,-0.065331,1.000000,0
1.000000,0.905262,0.000000,0
0.000000,0.014208,1.000000,1
1.000000,1.023947,0.000000,0
2.000000,1.082926,2.000000,0
2.000000,0.894112,2.000000,0
2.000000,1.952894,1.000000,0
1.000000,-0.012121,0.000000,0
1.000000,1.968241,1.000000,0
1.000000,1.968572,0.000000,0
2.000000,0.780131,2.000000,0
1.000000,1.935363,1.000000,0
0.000000,1.024817,1.000000,0
2.000000,0.905373,1.000000,0
1.000000,-0.064947,0.000000,0
0.000000,1.093793,0.000000,0
2.000000,1.184969,0.000000,0
1.000000,-0.105929,0.000000,0
2.000000,0.068033,0.000000,0
1.000000,1.104050,2.000000,0
0.000000,-0.011928,2.000000,1
1.000000,0.168002,1.000000,0
1.000000,1.258048,2.000000,0
0.000000,0.106950,2.000000,1
1.000000,1.288081,1.000000,0
0.000000,-0.021789,2.000000,1
1.000000,2.093740,2.000000,0
1.000000,2.041114,2.000000,0
0.000000,0.039542,0.000000,1
0.000000,-0.129344,1.000000,1
2.000000,0.040393,2.000000,0
0.000000,1.011022,0.000000,0
2.000000,1.939255,2.000000,0
0.000000,-0.084850,2.000000,1
1.000000,1.910761,1.000000,0
0.000000,0.959728,2.000000,0
1.000000,0.004856,1.000000,0
0.000000,0.172696,1.000000,1
1.000000,2.061805,2.000000,0
2.000000,-0.043991,2.000000,0
0.000000,2.175055,0.000000,0
0.000000,-0.164504,2.000000,1
0.000000,0.944801,0.000000,0
0.000000,1.862058,2.000000,0
0.000000,1.798065,2.000000,0
1.000000,1.849627,0.000000,0
0.000000,0.105746,1.000000,1
1.000000,2.155624,0.000000,0
1.000000,0.236521,2.000000,0
0.000000,0.003158,0.000000,1
0.000000,1.047136,0.000000,0
0.000000,0.878442,1.000000,0
0.000000,0.089000,2.000000,1
0.000000,0.932416,0.000000,0
0.000000,0.983170,2.000000,0
2.000000,-0.137599,2.000000,0
0.000000,0.974347,0.000000,0
1.000000,2.048070,0.000000,0
0.000000,-0.049085,1.000000,1
2.000000,2.119964,1.000000,0
0.000000,2.045479,1.000000,0
2.000000,2.014110,0.000000,0
2.000000,0.072692,1.000000,0
1.000000,2.002486,0.000000,0
1.000000,2.150612,0.000000,0
0.000000,-0.147846,2.000000,1
2.000000,1.044014,1.000000,0
1.000000,2.189218,2.000000,0
2.000000,1.909428,2.000000,0
2.000000,0.951534,2.000000,0
2.000000,0.828538,0.000000,0
1.000000,2.130539,0.000000,0
2.000000,-0.044000,2.000000,0
0.000000,2.012576,2.000000,0
1.000000,1.906792,2.000000,0
1.000000,0.041030,0.000000,0
1.000000,-0.214469,1.000000,0
0.000000,1.944311,1.000000,0
2.000000,-0.022571,0.000000,0
0.000000,2.171342,0.000000,0
1.000000,1.938212,1.000000,0
0.000000,0.148281,1.000000,1
0.000000,1.955743,1.000000,0
0.000000,-0.063690,1.000000,1
0.000000,2.098695,2.000000,0
0.000000,0.104827,0.000000,1
2.000000,0.096058,0.000000,0
2.000000,0.945514,1.000000,0
0.000000,0.018966,1.000000,1
0.000000,0.998502,0.000000,0
2.000000,0.933800,1.000000,0
1.000000,1.915269,0.000000,0
0.000000,1.017099,1.000000,0
2.000000,1.048993,1.000000,0
2.000000,0.983399,1.000000,0
0.000000,-0.081756,2.000000,1
1.000000,2.191345,2.000000,0
1.000000,0.979035,1.000000,0
2.000000,-0.019755,2.000000,0
2.000000,2.060331,0.000000,0
2.000000,1.086726,1.000000,0
0.000000,1.940165,0.000000,0
1.000000,0.047881,0.000000,0
2.000000,2.243587,2.000000,0
2.000000,1.975343,0.000000,0
1.000000,0.052261,0.000000,0
2.000000,0.967851,2.000000,0
2.000000,1.027913,2.000000,0
1.000000,1.937327,1.000000,0
1.000000,1.996526,2.000000,0
1.000000,1.832578,1.000000,0
1.000000,1.067017,1.000000,0
2.000000,-0.035862,0.000000,0
1.000000,1.913405,0.000000,0
0.000000,2.063405,2.000000,0
0.000000,0.902362,1.000000,0
0.000000,2.032005,2.000000,0
1.000000,0.905336,1.000000,0
0.000000,-0.140670,2.000000,1
1.000000,1.067127,0.000000,0
0.000000,1.986028,0.000000,0
0.000000,1.114392,1.000000,0
2.000000,1.044957,1.000000,0
1.000000,0.961869,0.000000,0
1.000000,-0.038661,2.000000,0
0.000000,1.107472,1.000000,0
1.000000,1.122387,0.000000,0
1.000000,0.006416,2.000000,0
1.000000,-0.047055,0.000000,0
0.000000,1.012398,1.000000,0
2.000000,1.072757,0.000000,0
2.000000,-0.113815,0.000000,0
2.000000,0.977320,1.000000,0
0.000000,-0.129442,1.000000,1
1.000000,1.157020,0.000000,0
1.000000,0.932423,1.000000,0
0.000000,1.964930,2.000000,0
1.000000,-0.087599,0.000000,0
2.000000,-0.052561,2.000000,0
1.000000,1.891608,1.000000,0
0.000000,-0.053711,2.000000,1
0.000000,1.100526,2.000000,0
1.000000,0.050995,0.000000,0
0.000000,0.953157,0.000000,0
0.000000,0.149872,1.000000,1
2.000000,0.041423,1.000000,0
2.000000,-0.153641,2.000000,0
0.000000,2.027680,1.000000,0
2.000000,1.045660,2.000000,0
2.000000,0.904034,1.000000,0
0.000000,1.147788,0.000000,0
1.000000,-0.040239,1.000000,0
2.000000,0.960450,2.000000,0
2.000000,1.044529,0.000000,0
0.000000,0.054867,2.000000,1
2.000000,0.083918,2.000000,0
0.000000,2.012766,2.000000,0
2.000000,0.952850,0.000000,0
0.000000,1.906538,1.000000,0
1.000000,-0.247979,0.000000,0
2.000000,0.973885,2.000000,0
1.000000,-0.101105,1.000000,0
1.000000,-0.115526,0.000000,0
2.000000,0.933146,1.000000,0
0.000000,0.115900,2.000000,1
1.000000,-0.015600,2.000000,0
0.000000,2.012795,1.000000,0
2.000000,0.937081,1.000000,0
1.000000,1.126247,2.000000,0
2.000000,1.061550,2.000000,0
2.000000,-0.154954,1.000000,0
0.000000,0.102533,0.000000,1
0.000000,-0.137105,0.000000,1
1.000000,0.057825,1.000000,0
1.000000,0.031792,2.000000,0
0.000000,0.047460,0.000000,1
1.000000,1.980186,2.000000,0
2.000000,1.003831,2.000000,0
2.000000,2.027309,0.000000,0
1.000000,2.040768,0.000000,0
2.000000,0.988423,1.000000,0
2.000000,0.028148,2.000000,0
0.000000,2.134053,0.000000,0
0.000000,1.092206,2.000000,0
0.000000,0.049210,0.000000,1
2.000000,-0.067055,2.000000,0
0.000000,1.963651,2.000000,0
2.000000,0.723356,2.000000,0
2.000000,1.104530,0.000000,0
1.000000,-0.039413,0.000000,0
2.000000,1.872459,0.000000,0
2.000000,0.599081,0.000000,0
0.000000,1.035705,1.000000,0
2.000000,2.032190,1.000000,0
2.000000,0.292959,2.000000,0
1.000000,-0.165746,2.000000,0
2.000000,2.033667,1.000000,0
1.000000,2.017762,0.000000,0
1.000000,-0.021966,2.000000,0
2.000000,-0.100407,1.000000,0
2.000000,0.062957,2.000000,0
2.000000,2.004851,0.000000,0
2.000000,1.099368,1.000000,0
2.000000,1.000315,2.000000,0
1.000000,1.859334,2.000000,0
2.000000,2.024478,2.000000,0
2.000000,1.906860,0.000000,0
2.000000,0.943895,1.000000,0
2.000000,0.068880,1.000000,0
2.000000,-0.125643,0.000000,0
0.000000,0.022323,0.000000,1
2.000000,-0.066356,1.000000,0
2.000000,0.095955,0.000000,0
1.000000,2.006712,0.000000,0
0.000000,1.044781,1.000000,0
0.000000,1.137201,1.000000,0
0.000000,1.811154,2.000000,0
0.000000,0.077515,0.000000,1
0.000000,0.021100,2.000000,1
0.000000,0.087941,2.000000,1
1.000000,2.093758,0.000000,0
0.000000,1.931236,2.000000,0
0.000000,1.981015,2.000000,0
0.000000,-0.068474,0.000000,1
0.000000,0.996341,0.000000,0
2.000000,0.141357,1.000000,0
2.000000,1.038180,0.000000,0
2.000000,1.122794,2.000000,0
1.000000,0.664564,0.000000,0
1.000000,2.170718,1.000000,0
2.000000,0.981137,2.000000,0
2.000000,1.962017,2.000000,0
0.000000,0.835232,0.000000,0
2.000000,0.861264,0.000000,0
1.000000,-0.005173,0.000000,0
0.000000,0.993615,2.000000,0
1.000000,0.946854,0.000000,0
2.000000,0.024970,1.000000,0
1.000000,0.947388,1.000000,0
1.000000,1.014617,0.000000,0
1.000000,0.131045,2.000000,0
2.000000,-0.041810,1.000000,0
2.000000,0.987159,2.000000,0
2.000000,1.120640,0.000000,0
2.000000,2.034544,2.000000,0
2.000000,-0.045064,2.000000,0
1.000000,-0.034927,2.000000,0
0.000000,2.082189,1.000000,0
0.000000,0.230765,1.000000,1
0.000000,0.022352,2.000000,1
2.000000,0.896174,2.000000,0
1.000000,-0.116113,0.000000,0
0.000000,2.054040,0.000000,0
2.000000,2.120160,2.000000,0
2.000000,2.084110,0.000000,0
1.000000,1.934910,0.000000,0
1.000000,1.925404,2.000000,0
0.000000,0.966670,2.000000,0
0.000000,2.020761,1.000000,0
0.000000,2.129217,0.000000,0
1.000000,0.965794,2.000000,0
0.000000,1.923299,2.000000,0
2.000000,1.963771,1.000000,0
1.000000,-0.057113,2.000000,0
1.000000,-0.233029,2.000000,0
1.000000,1.908498,2.000000,0
0.000000,-0.033487,2.000000,1
1.000000,2.045192,0.000000,0
1.000000,1.945941,2.000000,0
2.000000,1.840561,0.000000,0
2.000000,0.960873,0.000000,0
0.000000,0.088472,0.000000,1
1.000000,0.867460,0.000000,0
1.000000,2.264186,2.000000,0
1.000000,-0.062850,2.000000,0
0.000000,0.115794,0.000000,1
2.000000,1.086551,0.000000,0
0.000000,1.051929,1.000000,0
0.000000,2.181472,2.000000,0
1.000000,-0.279923,1.000000,0
0.000000,-0.042557,2.000000,1
2.000000,1.173693,1.000000,0
0.000000,1.064514,0.000000,0
0.000000,0.067663,2.000000,1
2.000000,1.121500,2.000000,0
1.000000,2.039266,0.000000,0
0.000000,0.963875,0.000000,0
1.000000,0.883719,2.000000,0
2.000000,0.905158,1.000000,0
1.000000,0.003562,1.000000,0
2.000000,1.817112,0.000000,0
2.000000,2.100096,2.000000,0
2.000000,1.077432,0.000000,0
2.000000,-0.003081,1.000000,0
1.000000,2.001411,1.000000,0
1.000000,2.136554,0.000000,0
2.000000,0.903141,0.000000,0
0.000000,2.065189,0.000000,0
2.000000,0.008473,0.000000,0
0.000000,1.055947,2.000000,0
1.000000,1.021624,1.000000,0
1.000000,0.091825,1.000000,0
2.000000,-0.075453,1.000000,0
2.000000,1.041092,2.000000,0
2.000000,1.921841,0.000000,0
1.000000,1.145154,2.000000,0
1.000000,2.114415,0.000000,0
2.000000,0.998127,2.000000,0
2.000000,1.124423,0.000000,0
1.000000,1.886792,0.000000,0
0.000000,0.098063,0.000000,1
1.000000,0.099696,0.000000,0
0.000000,0.994840,2.000000,0
2.000000,-0.061141,2.000000,0
2.000000,2.028750,0.000000,0
1.000000,-0.007771,1.000000,0
1.000000,0.905863,0.000000,0
2.000000,2.011673,0.000000,0
0.000000,2.112330,0.000000,0
2.000000,0.169127,1.000000,0
2.000000,1.127962,1.000000,0
1.000000,2.036769,0.000000,0
1.000000,-0.039248,1.000000,0
2.000000,0.916793,2.000000,0
0.000000,1.999770,2.000000,0
2.000000,1.899558,1.000000,0
0.000000,1.007429,0.000000,0
0.000000,-0.056123,0.000000,1
2.000000,0.156155,0.000000,0
1.000000,-0.085080,0.000000,0
2.000000,1.957886,2.000000,0
0.000000,1.144718,2.000000,0
0.000000,0.101043,2.000000,1
0.000000,0.991662,2.000000,0
2.000000,0.026060,2.000000,0
2.000000,0.877499,2.000000,0
2.000000,0.068459,0.000000,0
0.000000,0.091905,0.000000,1
0.000000,-0.062102,2.000000,1
0.000000,1.976790,2.000000,0
1.000000,1.001777,1.000000,0
1.000000,0.203781,0.000000,0
2.000000,2.155120,1.000000,0
0.000000,-0.151560,1.000000,1
1.000000,1.023083,1.000000,0
0.000000,0.981576,0.000000,0
2.000000,1.956697,0.000000,0
1.000000,1.221152,2.000000,0
2.000000,2.067423,1.000000,0
1.000000,2.069156,2.000000,0
1.000000,-0.093689,1.000000,0
2.000000,1.986827,0.000000,0
2.000000,0.960843,0.000000,0
0.000000,1.128820,1.000000,0
0.000000,0.010700,0.000000,1
2.000000,0.063033,1.000000,0
0.000000,1.132105,1.000000,0
2.000000,1.057007,1.000000,0
0.000000,-0.013144,1.000000,1
0.000000,0.138464,1.000000,1
1.000000,1.089782,1.000000,0
0.000000,2.043882,2.000000,0
0.000000,-0.279153,1.000000,1
0.000000,1.855537,1.000000,0
0.000000,2.148172,2.000000,0
1.000000,-0.067893,2.000000,0
1.000000,1.028195,0.000000,0
0.000000,0.907570,1.000000,0
0.000000,2.007763,1.000000,0
0.000000,2.048035,2.000000,0
2.000000,-0.006848,1.000000,0
0.000000,-0.108553,0.000000,1
2.000000,-0.161467,1.000000,0
1.000000,0.088832,1.000000,0
1.000000,1.966178,2.000000,0
0.000000,0.966260,2.000000,0
1.000000,1.826665,1.000000,0
0.000000,0.222110,1.000000,1
2.000000,1.919635,1.000000,0
2.000000,1.041810,0.000000,0
0.000000,1.980505,1.000000,0
0.000000,1.144407,0.000000,0
0.000000,-0.104224,2.000000,1
2.000000,1.078183,1.000000,0
0.000000,0.093976,2.000000,1
0.000000,0.967482,1.000000,0
2.000000,1.894231,0.000000,0
2.000000,0.977919,0.000000,0
2.000000,1.045677,1.000000,0
0.000000,1.994159,0.000000,0
0.000000,0.091831,2.000000,1
1.000000,0.942183,1.000000,0
0.000000,2.049816,1.000000,0
0.000000,2.031608,2.000000,0
0.000000,1.978099,0.000000,0
0.000000,2.121943,1.000000,0
1.000000,1.077071,0.000000,0
0.000000,-0.176556,2.000000,1
1.000000,0.807833,1.000000,0
1.000000,1.127962,2.000000,0
2.000000,0.081266,1.000000,0
0.000000,1.873670,0.000000,0
0.000000,1.050314,1.000000,0
0.000000,2.078276,2.000000,0
1.000000,-0.025065,2.000000,0
1.000000,1.060969,2.000000,0
0.000000,0.925074,0.000000,0
0.000000,0.040607,1.000000,1
2.000000,0.054131,2.000000,0
1.000000,0.945126,0.000000,0
1.000000,1.904001,1.000000,0
0.000000,0.984867,0.000000,0
2.000000,1.037412,2.000000,0
1.000000,2.016084,0.000000,0
0.000000,0.024835,2.000000,1
0.000000,1.987920,2.000000,0
2.000000,1.057432,2.000000,0
1.000000,0.948925,1.000000,0
0.000000,1.002400,0.000000,0
1.000000,0.024987,2.000000,0
2.000000,1.888167,0.000000,0
2.000000,-0.033535,1.000000,0
0.000000,-0.134100,2.000000,1
2.000000,2.012764,0.000000,0
0.000000,-0.118324,0.000000,1
1.000000,1.987009,0.000000,0
1.000000,0.961071,2.000000,0
0.000000,1.866403,0.000000,0
0.000000,1.894247,2.000000,0
0.000000,1.977175,1.000000,0
2.000000,1.816534,1.000000,0
0.000000,1.021867,0.000000,0
0.000000,0.891048,1.000000,0
0.000000,1.111157,2.000000,0
1.000000,0.161313,2.000000,0
2.000000,-0.103393,0.000000,0
0.000000,0.811995,2.000000,0
2.000000,2.017598,1.000000,0
2.000000,1.049156,0.000000,0
2.000000,0.841362,0.000000,0
1.000000,0.861903,1.000000,0
2.000000,2.010169,1.000000,0
0.000000,2.091184,0.000000,0
0.000000,1.081311,0.000000,0
1.000000,2.063920,1.000000,0
2.000000,1.000195,1.000000,0
2.000000,0.086743,0.000000,0
1.000000,0.002775,2.000000,0
2.000000,-0.105561,0.000000,0
1.000000,1.881329,1.000000,0
1.000000,0.927930,2.000000,0
2.000000,-0.021844,0.000000,0
0.000000,2.006341,0.000000,0
0.000000,1.008801,0.000000,0
1.000000,0.985370,1.000000,0
2.000000,1.090117,0.000000,0
2.000000,1.008608,0.000000,0
1.000000,2.010380,0.000000,0
0.000000,0.039467,1.000000,1
1.000000,2.066138,0.000000,0
1.000000,0.028403,0.000000,0
2.000000,0.040645,0.000000,0
2.000000,2.029436,1.000000,0
2.000000,1.833935,2.000000,0
0.000000,2.094182,1.000000,0
0.000000,-0.135811,0.000000,1
0.000000,-0.053273,0.000000,1
2.000000,0.950795,0.000000,0
2.000000,0.099068,1.000000,0
1.000000,1.096126,0.000000,0
1.000000,2.205606,2.000000,0
0.000000,1.833131,1.000000,0
0.000000,1.935891,1.000000,0
0.000000,0.929174,1.000000,0
2.000000,-0.263934,0.000000,0
2.000000,1.962156,0.000000,0
2.000000,0.055823,0.000000,0
1.000000,0.167415,1.000000,0
1.000000,-0.028612,2.000000,0
2.000000,1.981747,1.000000,0
1.000000,-0.066538,1.000000,0
2.000000,1.767981,1.000000,0
0.000000,1.999512,0.000000,0
2.000000,0.056996,1.000000,0
2.000000,-0.025459,0.000000,0
1.000000,0.911658,0.000000,0
1.000000,-0.070960,2.000000,0
2.000000,1.994335,2.000000,0
1.000000,0.032704,2.000000,0
1.000000,1.076104,0.000000,0
1.000000,1.022886,1.000000,0
0.000000,-0.063892,0.000000,1
1.000000,2.167603,2.000000,0
1.000000,2.027816,1.000000,0
2.000000,2.035943,0.000000,0
0.000000,1.027719,1.000000,0
0.000000,1.038129,0.000000,0
0.000000,-0.002959,2.000000,1
1.000000,1.844470,2.000000,0
2.000000,-0.161418,0.000000,0
1.000000,1.964318,0.000000,0
2.000000,1.765495,0.000000,0
1.000000,0.124467,1.000000,0
2.000000,0.927229,1.000000,0
1.000000,0.104671,1.000000,0
1.000000,0.109879,1.000000,0
0.000000,2.105612,1.000000,0
1.000000,1.100132,2.000000,0
2.000000,1.906732,2.000000,0
1.000000,-0.130231,0.000000,0
2.000000,1.948978,2.000000,0
1.000000,0.034892,1.000000,0
2.000000,0.099203,1.000000,0
1.000000,0.939760,1.000000,0
2.000000,0.972113,0.000000,0
2.000000,0.165607,0.000000,0
1.000000,1.020708,1.000000,0
0.000000,0.009548,0.000000,1
0.000000,0.050587,1.000000,1
2.000000,-0.081360,2.000000,0
2.000000,-0.018317,2.000000,0
1.000000,-0.166198,2.000000,0
1.000000,0.075833,1.000000,0
2.000000,2.255127,2.000000,0
2.000000,-0.095179,1.000000,0
1.000000,0.108899,1.000000,0
0.000000,2.058156,2.000000,0
2.000000,-0.109443,2.000000,0
0.000000,1.026134,2.000000,0
0.000000,2.031414,2.000000,0
1.000000,1.131453,0.000000,0
2.000000,1.970038,0.000000,0
1.000000,1.020953,2.000000,0
0.000000,-0.045367,2.000000,1
2.000000,1.032186,1.000000,0
0.000000,-0.121363,1.000000,1
1.000000,-0.064163,2.000000,0
0.000000,0.081834,2.000000,1
1.000000,-0.020705,1.000000,0
1.000000,0.037046,2.000000,0
2.000000,2.073242,0.000000,0
0.000000,0.168884,1.000000,1
1.000000,0.988722,1.000000,0
2.000000,0.057931,1.000000,0
2.000000,0.032904,2.000000,0
1.000000,1.933356,1.000000,0
1.000000,1.034754,1.000000,0
0.000000,0.051785,1.000000,1
2.000000,0.998090,0.000000,0
0.000000,1.061025,1.000000,0
1.000000,-0.079250,1.000000,0
1.000000,-0.083270,2.000000,0
1.000000,0.954018,2.000000,0
0.000000,-0.005496,2.000000,1
0.000000,0.064742,2.000000,1
0.000000,0.988794,0.000000,0
2.000000,1.971778,1.000000,0
2.000000,-0.030046,1.000000,0
0.000000,2.035694,1.000000,0
2.000000,0.936243,1.000000,0
0.000000,0.958616,0.000000,0
2.000000,2.040184,1.000000,0
1.000000,0.052471,2.000000,0
0.000000,0.978777,2.000000,0
1.000000,1.130931,2.000000,0
2.000000,0.056225,1.000000,0
2.000000,0.039985,1.000000,0
0.000000,1.954560,0.000000,0
1.000000,1.975639,2.000000,0
2.000000,2.135722,0.000000,0
2.000000,1.974167,1.000000,0
0.000000,0.112125,0.000000,1
0.000000,1.999707,2.000000,0
2.000000,0.006888,0.000000,0
1.000000,2.090197,2.000000,0
1.000000,-0.098860,0.000000,0
0.000000,2.054309,1.000000,0
2.000000,-0.050166,1.000000,0
2.000000,2.075899,0.000000,0
0.000000,-0.023423,0.000000,1
1.000000,2.139007,0.000000,0
0.000000,1.964358,1.000000,0
0.000000,2.010284,0.000000,0
1.000000,-0.035484,2.000000,0
1.000000,1.948689,1.000000,0
1.000000,1.954070,2.000000,0
2.000000,0.161533,1.000000,0
1.000000,1.802705,1.000000,0
0.000000,1.040904,1.000000,0
0.000000,2.192076,2.000000,0
0.000000,0.895949,1.000000,0
0.000000,0.967704,2.000000,0
0.000000,1.873230,2.000000,0
0.000000,1.088364,0.000000,0
0.000000,2.044950,0.000000,0
1.000000,1.155776,2.000000,0
1.000000,0.945760,2.000000,0
1.000000,0.008033,2.000000,0
1.000000,0.921748,0.000000,0
0.000000,1.935005,1.000000,0
0.000000,1.802325,0.000000,0
1.000000,1.976715,0.000000,0
1.000000,1.977007,1.000000,0
2.000000,1.225035,1.000000,0
2.000000,-0.019053,1.000000,0
1.000000,1.910574,0.000000,0
0.000000,2.124957,1.000000,0
0.000000,1.175815,1.000000,0
0.000000,0.863564,1.000000,0
1.000000,1.990524,0.000000,0
1.000000,1.167741,0.000000,0
2.000000,-0.120595,0.000000,0
1.000000,0.107225,0.000000,0
0.000000,0.972459,1.000000,0
2.000000,1.887750,0.000000,0
2.000000,1.986040,2.000000,0
0.000000,-0.044949,2.000000,1
2.000000,0.055770,2.000000,0
1.000000,0.983950,0.000000,0
1.000000,0.085251,2.000000,0
0.000000,-0.043543,1.000000,1
0.000000,2.095678,1.000000,0
2.000000,0.976914,0.000000,0
1.000000,2.097750,0.000000,0
0.000000,1.017110,0.000000,0
0.000000,-0.044760,0.000000,1
2.000000,2.129819,1.000000,0
0.000000,1.850763,1.000000,0
2.000000,0.094163,1.000000,0
0.000000,0.891633,0.000000,0
2.000000,0.225194,0.000000,0
0.000000,0.119530,0.000000,1
0.000000,0.978210,1.000000,0
0.000000,-0.008317,0.000000,1
1.000000,-0.029211,0.000000,0
0.000000,0.838282,1.000000,0
2.000000,0.053322,0.000000,0
0.000000,1.890739,0.000000,0
0.000000,-0.104600,1.000000,1
1.000000,2.077271,1.000000,0
0.000000,0.909580,0.000000,0
0.000000,-0.040895,2.000000,1
